name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Neorhizobium galegae	399	species	6434105	9	0	0.0
Methylococcaceae	403	family	4384317	2	0	0.0
Methylobacterium	407	genus	7144985	28	2	0.0
Methylorubrum extorquens	408	species	8218505	142	22	0.0
Methylomonas	416	genus	5051681	9	0	0.0
Methylosinus	425	genus	5183433	2	0	0.0
Methylosinus trichosporium	426	species	5183433	2	0	0.0
Acetobacteraceae	433	family	3826783	25	1	0.0
Acetobacter	434	genus	3590557	6	1	0.0
Acetobacter aceti	435	species	3725037	12	7	0.0
Acetobacter pasteurianus	438	species	3590557	17	5	0.0
Gluconobacter oxydans	442	species	4181963	5	1	0.0
Legionella	445	genus	10525492	5	0	0.0
Legionella pneumophila	446	species	12363603	20	17	0.0
Legionella hackeliae	449	species	3570857	9	7	0.0
Legionella longbeachae	450	species	4149158	20	5	0.0
Tatlockia micdadei	451	species	9836958	16	2	0.0
Legionella spiritensis	452	species	6755735	36	3	0.0
Legionella israelensis	454	species	9344693	19	13	0.0
Legionella jordanis	456	species	3133723	8	7	0.0
Tatlockia	465	genus	0	1	0	0.0
Acinetobacter	469	genus	4126830	19	0	0.0
Acinetobacter baumannii	470	species	4233127	71	18	0.0
Acinetobacter calcoaceticus	471	species	8050108	24	13	0.0
Moraxella	475	genus	1863286	2	0	0.0
Moraxella bovis	476	species	2911207	7	6	0.0
Moraxella catarrhalis	480	species	1863286	41	8	0.0
Neisseriaceae	481	family	2244925	12	0	0.0
Neisseria	482	genus	2223758	29	11	0.0
Neisseria cinerea	483	species	1832904	58	24	0.0
Neisseria flavescens	484	species	2231882	88	26	0.0
Neisseria gonorrhoeae	485	species	2216159	147	26	0.0
Neisseria lactamica	486	species	2220606	200	34	0.0
Neisseria meningitidis	487	species	2222288	374	94	0.0
Neisseria mucosa	488	species	2783943	452	356	0.0
Neisseria polysaccharea	489	species	2024930	64	18	0.0
Neisseria animalis	492	species	4477875	95	4	0.0
Neisseria canis	493	species	2569389	19	10	0.0
Neisseria elongata	495	species	2253031	1211	679	0.0
Psychrobacter	497	genus	2875899	4	0	0.0
Kingella kingae	504	species	4021433	38	26	0.0
Alcaligenaceae	506	family	4354306	18	0	0.0
Alcaligenes	507	genus	0	1	0	0.0
Alcaligenes faecalis	511	species	32768163	95	19	0.0
Bordetella	517	genus	4536693	20	0	0.0
Bordetella bronchiseptica	518	species	5231793	202	13	0.0
Bordetella parapertussis	519	species	4836562	44	1	0.0
Bordetella pertussis	520	species	4781978	12	0	0.0
Bordetella avium	521	species	3732255	57	9	0.0
Acidiphilium	522	genus	4088912	5	0	0.0
Acidiphilium cryptum	524	species	3963080	1	0	0.0
Ochrobactrum	528	genus	5205777	9	0	0.0
Ochrobactrum anthropi	529	species	5205777	35	10	0.0
Beijerinckia	532	genus	4418616	1	0	0.0
Chromobacterium	535	genus	4751080	21	0	0.0
Chromobacterium violaceum	536	species	4751080	144	9	0.0
Eikenella	538	genus	0	1	0	0.0
Eikenella corrodens	539	species	4651055	544	417	0.0
Zymomonas	541	genus	3463673	1	0	0.0
Zymomonas mobilis	542	species	3463673	10	5	0.0
Enterobacteriaceae	543	family	10341043	41	2	0.0
Citrobacter	544	genus	5276819	33	8	0.0
Citrobacter koseri	545	species	4735357	58	3	0.0
Citrobacter freundii	546	species	5164552	72	14	0.0
Enterobacter	547	genus	11028548	36	6	0.0
Klebsiella aerogenes	548	species	5435727	75	30	0.0
Pantoea agglomerans	549	species	30133336	71	4	0.0
Enterobacter cloacae	550	species	5356576	132	8	0.0
Erwinia	551	genus	4250482	5	0	0.0
Erwinia amylovora	552	species	3869718	14	0	0.0
Pantoea ananatis	553	species	4838981	43	4	0.0
Pectobacterium carotovorum	554	species	6477254	7	0	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	27	3	0.0
Dickeya chrysanthemi	556	species	4813854	1	0	0.0
Escherichia	561	genus	8380592	3	0	0.0
Escherichia coli	562	species	8437634	272	58	0.0
Shimwellia blattae	563	species	4158725	27	0	0.0
Escherichia fergusonii	564	species	4643861	39	2	0.0
Atlantibacter hermannii	565	species	13352683	62	7	0.0
Hafnia	568	genus	4712721	2	0	0.0
Hafnia alvei	569	species	4712721	32	4	0.0
Klebsiella	570	genus	12784449	39	3	0.0
Klebsiella oxytoca	571	species	6684898	240	20	0.0
Klebsiella pneumoniae	573	species	14826006	185	45	0.0
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	5651305	1	0	0.0
Raoultella planticola	575	species	17105658	39	8	0.0
Raoultella terrigena	577	species	6073951	28	9	0.0
Morganella	581	genus	5836016	5	0	0.0
Morganella morganii	582	species	5836016	92	27	0.0
Proteus	583	genus	3973324	8	0	0.0
Proteus mirabilis	584	species	3973324	63	25	0.0
Proteus vulgaris	585	species	16657186	27	6	0.0
Providencia	586	genus	4402109	1	0	0.0
Providencia rettgeri	587	species	36637538	43	7	0.0
Providencia stuartii	588	species	4402109	27	2	0.0
Salmonella	590	genus	11699879	2	0	0.0
Serratia	613	genus	5012487	62	15	0.0
Serratia liquefaciens	614	species	5282719	46	9	0.0
Serratia marcescens	615	species	5201904	318	60	0.0
Serratia odorifera	618	species	5272556	26	15	0.0
Shigella boydii	621	species	4760589	12	2	0.0
Shigella dysenteriae	622	species	4520554	12	0	0.0
Shigella flexneri	623	species	7250520	13	3	0.0
Shigella sonnei	624	species	5137894	6	0	0.0
Xenorhabdus	626	genus	4157227	3	0	0.0
Xenorhabdus nematophila	628	species	4586662	7	4	0.0
Yersinia	629	genus	6072098	6	0	0.0
Yersinia enterocolitica	630	species	6188788	29	10	0.0
Yersinia intermedia	631	species	24435507	22	0	0.0
Yersinia pestis	632	species	5818786	13	0	0.0
Yersinia pseudotuberculosis	633	species	7671089	19	0	0.0
Edwardsiella	635	genus	3906392	17	3	0.0
Edwardsiella tarda	636	species	3766483	54	0	0.0
Arsenophonus nasoniae	638	species	4987107	22	9	0.0
Vibrionaceae	641	family	5610112	2	0	0.0
Aeromonas	642	genus	5822658	51	20	0.0
Aeromonas hydrophila	644	species	4976269	160	50	0.0
Aeromonas salmonicida	645	species	7807177	33	13	0.0
Aeromonas caviae	648	species	27968422	85	13	0.0
Aeromonas media	651	species	4788430	20	2	0.0
Aeromonas schubertii	652	species	8750747	54	28	0.0
Aeromonas veronii	654	species	4551783	141	49	0.0
Photobacterium	657	genus	6418250	1	0	0.0
Vibrio	662	genus	5583206	14	0	0.0
Vibrio alginolyticus	663	species	5146637	78	12	0.0
Vibrio cholerae	666	species	5444833	41	5	0.0
Vibrio harveyi	669	species	35934227	34	8	0.0
Vibrio parahaemolyticus	670	species	5168015	55	26	0.0
Vibrio vulnificus	672	species	5071151	64	18	0.0
Grimontia hollisae	673	species	16426895	47	5	0.0
Vibrio mimicus	674	species	26461692	53	8	0.0
Vibrio cincinnatiensis	675	species	15191860	17	9	0.0
Vibrio fluvialis	676	species	47771737	86	7	0.0
Vibrio campbellii	680	species	8634154	13	4	0.0
Vibrio gazogenes	687	species	4786552	7	2	0.0
Vibrio mediterranei	689	species	11788203	6	4	0.0
Vibrio natriegens	691	species	10343839	31	1	0.0
Plesiomonas shigelloides	703	species	7376338	27	21	0.0
Pasteurellaceae	712	family	2528486	16	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	146	26	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	27	11	0.0
Actinobacillus suis	716	species	2501598	6	0	0.0
Actinobacillus equuli	718	species	2431533	8	0	0.0
Actinobacillus lignieresii	720	species	2377048	11	3	0.0
Haemophilus	724	genus	2428729	4	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	18	0	0.0
Haemophilus haemolyticus	726	species	7646594	46	24	0.0
Haemophilus influenzae	727	species	2511163	101	34	0.0
Avibacterium paragallinarum	728	species	2425949	8	5	0.0
Haemophilus parainfluenzae	729	species	2086875	54	24	0.0
[Haemophilus] ducreyi	730	species	1698955	35	4	0.0
Histophilus somni	731	species	2138367	29	10	0.0
Aggregatibacter aphrophilus	732	species	3481722	336	176	0.0
Haemophilus parahaemolyticus	735	species	2091866	3	1	0.0
Glaesserella parasuis	738	species	2362471	44	10	0.0
Pasteurella multocida	747	species	2875151	51	21	0.0
[Pasteurella] aerogenes	749	species	2257472	7	2	0.0
Pasteurella dagmatis	754	species	2287213	6	2	0.0
Rodentibacter pneumotropicus	758	species	2439769	11	8	0.0
Avibacterium volantium	762	species	2230476	5	4	0.0
Rickettsiales	766	order	1302079	1	0	0.0
Bartonellaceae	772	family	1830994	1	0	0.0
Bartonella	773	genus	1830994	3	0	0.0
Bartonella bacilliformis	774	species	1445021	2	0	0.0
Coxiella burnetii	777	species	2072642	3	2	0.0
Rickettsia	780	genus	1252916	10	5	0.0
Rickettsia prowazekii	782	species	1111192	5	3	0.0
Orientia tsutsugamushi	784	species	2200350	19	4	0.0
Rickettsia typhi	785	species	1112275	3	0	0.0
Bartonella quintana	803	species	1584515	4	0	0.0
Bartonella elizabethae	807	species	2018538	5	1	0.0
Chlamydia	810	genus	1271055	2	0	0.0
Bacteroides	816	genus	5275069	18	3	0.0
Bacteroides fragilis	817	species	5308603	170	74	0.0
Bacteroides thetaiotaomicron	818	species	6293399	45	15	0.0
Bacteroides uniformis	820	species	4989532	41	16	0.0
Bacteroides vulgatus	821	species	5163189	36	14	0.0
Parabacteroides distasonis	823	species	10023638	54	5	0.0
Campylobacter gracilis	824	species	2281652	2358	2318	0.0
Sebaldella termitidis	826	species	4486650	2	0	0.0
Butyrivibrio	830	genus	4404886	2	0	0.0
Fibrobacter succinogenes	833	species	7685639	2	0	0.0
Porphyromonas	836	genus	2657841	2	0	0.0
Porphyromonas gingivalis	837	species	2736420	5575	2613	0.0
Prevotella	838	genus	3023914	7	1	0.0
Roseburia	841	genus	4042736	2	0	0.0
Wolinella succinogenes	844	species	2110355	5	0	0.0
Oxalobacter formigenes	847	species	2433653	35	15	0.0
Fusobacterium	848	genus	3161642	15	0	0.0
Fusobacterium gonidiaformans	849	species	1678881	4	0	0.0
Fusobacterium nucleatum	851	species	3161193	56	11	0.0
Faecalibacterium prausnitzii	853	species	3102523	426	90	0.0
Fusobacterium varium	856	species	3346458	48	24	0.0
Fusobacterium necrophorum	859	species	4694448	96	41	0.0
Fusobacterium periodonticum	860	species	2541084	41	2	0.0
Fusobacterium ulcerans	861	species	3839419	22	0	0.0
Cardiobacteriaceae	868	family	1389350	1	0	0.0
Dichelobacter nodosus	870	species	1389350	3	0	0.0
Desulfovibrio	872	genus	3919658	6	0	0.0
Desulfocurvibacter africanus	873	species	4200534	6	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	93	68	0.0
Desulfovibrio vulgaris	881	species	3802302	7	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	50	9	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	85	61	0.0
Desulfobulbus	893	genus	0	1	0	0.0
Desulfococcus	896	genus	3944167	2	0	0.0
Desulfococcus multivorans	897	species	8911375	277	0	0.0
Desulfomicrobium baculatum	899	species	3942657	4	0	0.0
Desulfovibrio piger	901	species	2807531	119	94	0.0
Acidaminococcus	904	genus	2408767	4	0	0.0
Acidaminococcus fermentans	905	species	2329769	2	0	0.0
Megasphaera	906	genus	2491645	3	0	0.0
Megasphaera elsdenii	907	species	2491645	48	8	0.0
Nitrobacter	911	genus	4206807	1	0	0.0
Nitrobacter hamburgensis	912	species	5011522	5	0	0.0
Nitrobacter winogradskyi	913	species	3402093	3	0	0.0
Nitrosomonas	914	genus	2796959	1	0	0.0
Thiobacillus	919	genus	2909809	2	0	0.0
Starkeya novella	921	species	4765023	4	0	0.0
Thiomonas intermedia	926	species	3462095	47	28	0.0
Halothiobacillus neapolitanus	927	species	2582886	1	0	0.0
Thiomicrospira	933	genus	2045407	1	0	0.0
Anaplasmataceae	942	family	1284438	5	0	0.0
Ehrlichia	943	genus	1369786	2	0	0.0
Ehrlichia chaffeensis	945	species	1174554	6	3	0.0
Anaplasma phagocytophilum	948	species	1493914	1	0	0.0
Wolbachia	953	genus	1231799	3	0	0.0
Wolbachia pipientis	955	species	1484007	21	0	0.0
Bdellovibrio	958	genus	3359107	1	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	25	6	0.0
Bacteriovorax stolpii	960	species	7691180	14	11	0.0
Herbaspirillum	963	genus	5363540	11	0	0.0
Herbaspirillum seropedicae	964	species	5513887	147	10	0.0
Selenomonas	970	genus	3100147	17	0	0.0
Selenomonas ruminantium	971	species	3631933	1	0	0.0
Halanaerobiaceae	972	family	2443704	3	0	0.0
Bacteroidetes	976	phylum	3686275	9	0	0.0
Cellulophaga lytica	979	species	3765936	36	2	0.0
Pedobacter heparinus	984	species	5167383	2	0	0.0
Solitalea canadensis	995	species	5202069	4	0	0.0
Flavobacterium columnare	996	species	3162432	24	12	0.0
Sphingobacterium mizutaii	1010	species	4653048	11	9	0.0
Weeksella virosa	1014	species	2272954	9	6	0.0
Capnocytophaga	1016	genus	2592165	1	0	0.0
Capnocytophaga gingivalis	1017	species	2838633	57	52	0.0
Capnocytophaga sputigena	1019	species	11962418	499	153	0.0
Erythrobacter	1041	genus	3052398	5	0	0.0
Chromatiaceae	1046	family	3825215	5	0	0.0
Thermochromatium tepidum	1050	species	2958290	2	0	0.0
Halorhodospira halochloris	1052	species	2834560	12	5	0.0
Halorhodospira halophila	1053	species	2678452	4	0	0.0
Rhodobacter capsulatus	1061	species	3871920	2	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	171	49	0.0
Rhodopseudomonas	1073	genus	5494465	4	0	0.0
Rhodobacter blasticus	1075	species	3706095	26	17	0.0
Rhodopseudomonas palustris	1076	species	5494465	283	76	0.0
Blastochloris viridis	1079	species	11174693	166	29	0.0
Rhodospirillum	1081	genus	4371641	1	0	0.0
Pararhodospirillum photometricum	1084	species	3876289	1	0	0.0
Rhodospirillum rubrum	1085	species	4379691	6	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	13	10	0.0
Chlorobium phaeobacteroides	1096	species	2935152	1	0	0.0
Pelodictyon luteolum	1100	species	2364842	1	0	0.0
Chloroflexus aurantiacus	1108	species	5263745	2	0	0.0
Porphyrobacter	1111	genus	0	3	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	37	23	0.0
Cyanobacteria	1117	phylum	4896702	4	0	0.0
Chroococcales	1118	order	5024108	3	0	0.0
Microcystis aeruginosa	1126	species	5038678	2	0	0.0
Synechococcus	1129	genus	2744871	3	0	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	10	6	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	5	2	0.0
Synechocystis sp. PCC 6803	1148	species	3570073	8	0	0.0
Nostocaceae	1162	family	7936858	3	0	0.0
Nostoc	1177	genus	9602270	4	0	0.0
Leptolyngbya boryana	1184	species	6946868	1	0	0.0
Calothrix	1186	genus	6960392	1	0	0.0
Prochloraceae	1213	family	1799150	1	0	0.0
Proteobacteria	1224	phylum	6582363	91	0	0.0
Nitrosococcus	1227	genus	3680219	3	0	0.0
Nitrospira	1234	genus	0	1	0	0.0
Gammaproteobacteria	1236	class	8199621	107	0	0.0
Piscirickettsia salmonis	1238	species	3507509	21	18	0.0
Firmicutes	1239	phylum	3951907	17	0	0.0
Leuconostoc gelidum	1244	species	1956205	1	0	0.0
Leuconostoc mesenteroides	1245	species	3310663	29	4	0.0
Leuconostoc lactis	1246	species	7207125	17	6	0.0
Oenococcus oeni	1247	species	1780517	16	6	0.0
Weissella paramesenteroides	1249	species	1947910	6	2	0.0
Leuconostoc carnosum	1252	species	1773468	12	1	0.0
Pediococcus acidilactici	1254	species	28786024	47	21	0.0
Pediococcus pentosaceus	1255	species	1810762	32	13	0.0
Finegoldia magna	1260	species	1986740	5	0	0.0
Ruminococcus	1263	genus	4482087	5	0	0.0
Micrococcaceae	1268	family	3809026	26	0	0.0
Micrococcus	1269	genus	4996790	10	0	0.0
Micrococcus luteus	1270	species	4996790	598	102	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	71	33	0.0
Kocuria rosea	1275	species	11520941	335	89	0.0
Kytococcus sedentarius	1276	species	2785024	4	0	0.0
Staphylococcus	1279	genus	5162113	11	3	0.0
Staphylococcus aureus	1280	species	5962137	84	37	0.0
Staphylococcus carnosus	1281	species	2566424	7	2	0.0
Staphylococcus epidermidis	1282	species	2601987	25	9	0.0
Staphylococcus haemolyticus	1283	species	2697861	42	9	0.0
Staphylococcus hyicus	1284	species	4944249	28	0	0.0
Staphylococcus simulans	1286	species	22255537	18	7	0.0
Staphylococcus xylosus	1288	species	14168082	61	8	0.0
Staphylococcus hominis	1290	species	2253412	22	2	0.0
Staphylococcus warneri	1292	species	12763842	36	3	0.0
Staphylococcus muscae	1294	species	4190247	22	0	0.0
Staphylococcus schleiferi	1295	species	15034207	25	16	0.0
Staphylococcus sciuri	1296	species	2811859	29	4	0.0
Deinococcus	1298	genus	4067791	28	0	0.0
Deinococcus radiodurans	1299	species	6628921	56	0	0.0
Streptococcaceae	1300	family	2703668	4	0	0.0
Streptococcus	1301	genus	2347233	310	242	0.0
Streptococcus gordonii	1302	species	2196662	6709	2069	0.0
Streptococcus oralis	1303	species	1926449	857	441	0.0
Streptococcus salivarius	1304	species	2213879	436	131	0.0
Streptococcus sanguinis	1305	species	2388435	9476	5021	0.0
Streptococcus suis	1307	species	2106595	441	156	0.0
Streptococcus thermophilus	1308	species	1844731	248	35	0.0
Streptococcus mutans	1309	species	2024183	239	119	0.0
Streptococcus sobrinus	1310	species	12977382	135	21	0.0
Streptococcus agalactiae	1311	species	2111259	547	75	0.0
Streptococcus pneumoniae	1313	species	2114821	743	228	0.0
Streptococcus pyogenes	1314	species	1940888	1028	186	0.0
Streptococcus parasanguinis	1318	species	2162630	12	0	0.0
Streptococcus sp. 'group B'	1319	species	2178261	55	0	0.0
Blautia hansenii	1322	species	3065949	2	0	0.0
Streptococcus acidominimus	1326	species	2330811	32	22	0.0
Streptococcus anginosus	1328	species	2089210	2292	832	1
Streptococcus canis	1329	species	6369596	118	11	0.0
Streptococcus dysgalactiae	1334	species	4983431	281	24	0.0
Streptococcus equinus	1335	species	11728033	194	24	0.0
Streptococcus equi	1336	species	5023339	42	16	0.0
Streptococcus intermedius	1338	species	1963517	717	191	0.0
Streptococcus porcinus	1340	species	10166034	182	85	0.0
Streptococcus ratti	1341	species	2096943	35	31	0.0
Streptococcus vestibularis	1343	species	1950305	52	32	0.0
Streptococcus ferus	1345	species	1872314	46	33	0.0
Streptococcus iniae	1346	species	12603142	62	15	0.0
Streptococcus parauberis	1348	species	2143887	23	4	0.0
Streptococcus uberis	1349	species	1852352	45	5	0.0
Enterococcus	1350	genus	3047520	4	0	0.0
Enterococcus faecalis	1351	species	3027316	57	23	0.0
Enterococcus faecium	1352	species	2969925	125	17	0.0
Enterococcus gallinarum	1353	species	7096408	33	3	0.0
Enterococcus hirae	1354	species	2856440	40	28	0.0
Lactococcus	1357	genus	5471281	2	0	0.0
Lactococcus lactis	1358	species	6185330	38	11	0.0
Lactococcus lactis subsp. cremoris	1359	subspecies	20540985	7	3	0.0
Lactococcus lactis subsp. lactis	1360	subspecies	33254851	15	0	0.0
Lactococcus garvieae	1363	species	1957049	19	8	0.0
Lactococcus raffinolactis	1366	species	4587907	31	10	0.0
Planococcus	1372	genus	3804624	2	0	0.0
Planococcus kocurii	1374	species	3485580	17	13	0.0
Aerococcus urinae	1376	species	2080974	6	4	0.0
Aerococcus viridans	1377	species	2199877	18	4	0.0
Gemella	1378	genus	0	11	0	0.0
Gemella haemolysans	1379	species	1926227	38	18	0.0
Atopobium parvulum	1382	species	1543805	1	0	0.0
Bacillales	1385	order	5092237	44	0	0.0
Bacillus	1386	genus	6141499	110	52	0.0
Bacillus amyloliquefaciens	1390	species	3989737	57	10	0.0
Bacillus anthracis	1392	species	5860829	13	4	0.0
Brevibacillus brevis	1393	species	6469936	63	36	0.0
