name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Xanthomonas citri	346	species	27676482	21	8	0.0
Xanthomonas oryzae	347	species	63225372	19	8	0.0
Azotobacter	352	genus	5311796	1	0	0.0
Azotobacter chroococcum	353	species	5192286	19	7	0.0
Azotobacter vinelandii	354	species	5351632	3	0	0.0
Rhizobiales	356	order	5410296	47	0	0.0
Agrobacterium	357	genus	6422834	5	0	0.0
Agrobacterium tumefaciens	358	species	7273300	134	16	0.0
Agrobacterium rhizogenes	359	species	5482241	10	4	0.0
Bradyrhizobium	374	genus	11894480	15	1	0.0
Bradyrhizobium japonicum	375	species	9207384	25	6	0.0
Bradyrhizobium sp.	376	species	7547693	9	4	0.0
Rhizobium	379	genus	8184003	40	13	0.0
Sinorhizobium fredii	380	species	6924988	17	3	0.0
Sinorhizobium meliloti	382	species	7082772	54	30	0.0
Rhizobium leguminosarum	384	species	9364981	57	16	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	24	3	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	13	5	0.0
Rhizobium phaseoli	396	species	6665454	44	3	0.0
Neorhizobium galegae	399	species	6434105	1	0	0.0
Methylococcaceae	403	family	4384317	1	0	0.0
Methylobacterium	407	genus	7144985	14	1	0.0
Methylorubrum extorquens	408	species	8218505	63	11	0.0
Methylomonas	416	genus	5051681	1	0	0.0
Acetobacteraceae	433	family	3826783	6	0	0.0
Acetobacter	434	genus	3590557	1	0	0.0
Acetobacter aceti	435	species	3725037	3	3	0.0
Acetobacter pasteurianus	438	species	3590557	7	2	0.0
Gluconobacter oxydans	442	species	4181963	3	1	0.0
Legionella pneumophila	446	species	12363603	16	10	0.0
Legionella hackeliae	449	species	3570857	3	2	0.0
Legionella longbeachae	450	species	4149158	15	3	0.0
Tatlockia micdadei	451	species	9836958	5	1	0.0
Legionella spiritensis	452	species	6755735	10	2	0.0
Legionella israelensis	454	species	9344693	15	4	0.0
Legionella jordanis	456	species	3133723	4	3	0.0
Acinetobacter	469	genus	4126830	4	1	0.0
Acinetobacter baumannii	470	species	4233127	12	5	0.0
Acinetobacter calcoaceticus	471	species	8050108	5	4	0.0
Moraxella bovis	476	species	2911207	4	2	0.0
Moraxella catarrhalis	480	species	1863286	15	4	0.0
Neisseriaceae	481	family	2244925	4	0	0.0
Neisseria	482	genus	2223758	27	14	0.0
Neisseria cinerea	483	species	1832904	132	58	0.0
Neisseria flavescens	484	species	2231882	109	51	0.0
Neisseria gonorrhoeae	485	species	2216159	171	62	0.0
Neisseria lactamica	486	species	2220606	244	29	0.0
Neisseria meningitidis	487	species	2222288	539	162	0.0
Neisseria mucosa	488	species	2783943	2624	2415	0.0
Neisseria polysaccharea	489	species	2024930	119	37	0.0
Neisseria animalis	492	species	4477875	39	3	0.0
Neisseria canis	493	species	2569389	29	13	0.0
Neisseria elongata	495	species	2253031	1021	558	0.0
Psychrobacter	497	genus	2875899	1	0	0.0
Kingella kingae	504	species	4021433	15	6	0.0
Alcaligenaceae	506	family	4354306	9	0	0.0
Alcaligenes faecalis	511	species	32768163	33	9	0.0
Bordetella	517	genus	4536693	6	0	0.0
Bordetella bronchiseptica	518	species	5231793	54	2	0.0
Bordetella parapertussis	519	species	4836562	17	0	0.0
Bordetella pertussis	520	species	4781978	6	0	0.0
Bordetella avium	521	species	3732255	21	2	0.0
Acidiphilium	522	genus	4088912	3	0	0.0
Ochrobactrum anthropi	529	species	5205777	15	6	0.0
Beijerinckia	532	genus	4418616	1	0	0.0
Chromobacterium	535	genus	4751080	12	0	0.0
Chromobacterium violaceum	536	species	4751080	23	0	0.0
Eikenella	538	genus	0	1	0	0.0
Eikenella corrodens	539	species	4651055	449	337	0.0
Zymomonas mobilis	542	species	3463673	4	4	0.0
Enterobacteriaceae	543	family	10341043	18	0	0.0
Citrobacter	544	genus	5276819	15	2	0.0
Citrobacter koseri	545	species	4735357	18	0	0.0
Citrobacter freundii	546	species	5164552	16	0	0.0
Enterobacter	547	genus	11028548	16	2	0.0
Klebsiella aerogenes	548	species	5435727	41	9	0.0
Pantoea agglomerans	549	species	30133336	41	3	0.0
Enterobacter cloacae	550	species	5356576	39	7	0.0
Erwinia	551	genus	4250482	1	0	0.0
Erwinia amylovora	552	species	3869718	8	0	0.0
Pantoea ananatis	553	species	4838981	18	2	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	1	1	0.0
Escherichia coli	562	species	8437634	87	17	0.0
Shimwellia blattae	563	species	4158725	6	0	0.0
Escherichia fergusonii	564	species	4643861	9	0	0.0
Atlantibacter hermannii	565	species	13352683	10	3	0.0
Hafnia alvei	569	species	4712721	18	1	0.0
Klebsiella	570	genus	12784449	19	2	0.0
Klebsiella oxytoca	571	species	6684898	80	10	0.0
Klebsiella pneumoniae	573	species	14826006	53	8	0.0
Raoultella planticola	575	species	17105658	14	2	0.0
Raoultella terrigena	577	species	6073951	12	3	0.0
Morganella	581	genus	5836016	4	0	0.0
Morganella morganii	582	species	5836016	31	14	0.0
Proteus	583	genus	3973324	2	1	0.0
Proteus mirabilis	584	species	3973324	16	7	0.0
Proteus vulgaris	585	species	16657186	10	2	0.0
Providencia	586	genus	4402109	1	0	0.0
Providencia rettgeri	587	species	36637538	18	1	0.0
Providencia stuartii	588	species	4402109	15	3	0.0
Serratia	613	genus	5012487	23	1	0.0
Serratia liquefaciens	614	species	5282719	21	1	0.0
Serratia marcescens	615	species	5201904	98	15	0.0
Serratia odorifera	618	species	5272556	12	6	0.0
Shigella boydii	621	species	4760589	2	0	0.0
Shigella dysenteriae	622	species	4520554	4	0	0.0
Shigella flexneri	623	species	7250520	4	0	0.0
Shigella sonnei	624	species	5137894	4	0	0.0
Xenorhabdus nematophila	628	species	4586662	3	3	0.0
Yersinia	629	genus	6072098	4	0	0.0
Yersinia enterocolitica	630	species	6188788	13	2	0.0
Yersinia intermedia	631	species	24435507	7	1	0.0
Yersinia pestis	632	species	5818786	6	0	0.0
Yersinia pseudotuberculosis	633	species	7671089	12	0	0.0
Edwardsiella	635	genus	3906392	4	0	0.0
Edwardsiella tarda	636	species	3766483	21	0	0.0
Arsenophonus nasoniae	638	species	4987107	1	1	0.0
Vibrionaceae	641	family	5610112	3	0	0.0
Aeromonas	642	genus	5822658	18	3	0.0
Aeromonas hydrophila	644	species	4976269	71	17	0.0
Aeromonas salmonicida	645	species	7807177	24	8	0.0
Aeromonas caviae	648	species	27968422	40	2	0.0
Aeromonas media	651	species	4788430	13	5	0.0
Aeromonas schubertii	652	species	8750747	23	4	0.0
Aeromonas veronii	654	species	4551783	95	39	0.0
Vibrio	662	genus	5583206	11	1	0.0
Vibrio alginolyticus	663	species	5146637	24	9	0.0
Vibrio cholerae	666	species	5444833	15	2	0.0
Aliivibrio fischeri	668	species	4273718	1	0	0.0
Vibrio harveyi	669	species	35934227	13	1	0.0
Vibrio parahaemolyticus	670	species	5168015	14	7	0.0
Vibrio vulnificus	672	species	5071151	21	5	0.0
Grimontia hollisae	673	species	16426895	15	3	0.0
Vibrio mimicus	674	species	26461692	16	4	0.0
Vibrio cincinnatiensis	675	species	15191860	7	1	0.0
Vibrio fluvialis	676	species	47771737	33	5	0.0
Vibrio campbellii	680	species	8634154	9	0	0.0
Vibrio gazogenes	687	species	4786552	1	1	0.0
Vibrio mediterranei	689	species	11788203	2	2	0.0
Vibrio natriegens	691	species	10343839	4	1	0.0
Plesiomonas shigelloides	703	species	7376338	4	3	0.0
Pasteurellaceae	712	family	2528486	2	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	90	9	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	14	6	0.0
Actinobacillus suis	716	species	2501598	2	0	0.0
Actinobacillus equuli	718	species	2431533	4	0	0.0
Actinobacillus lignieresii	720	species	2377048	1	1	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	6	0	0.0
Haemophilus haemolyticus	726	species	7646594	24	13	0.0
Haemophilus influenzae	727	species	2511163	65	18	0.0
Avibacterium paragallinarum	728	species	2425949	9	7	0.0
Haemophilus parainfluenzae	729	species	2086875	64	45	0.0
[Haemophilus] ducreyi	730	species	1698955	25	3	0.0
Histophilus somni	731	species	2138367	20	14	0.0
Aggregatibacter aphrophilus	732	species	3481722	236	103	0.0
Haemophilus parahaemolyticus	735	species	2091866	6	3	0.0
Glaesserella parasuis	738	species	2362471	18	1	0.0
Pasteurella multocida	747	species	2875151	33	11	0.0
[Pasteurella] aerogenes	749	species	2257472	7	3	0.0
Pasteurella dagmatis	754	species	2287213	5	2	0.0
Rodentibacter pneumotropicus	758	species	2439769	3	3	0.0
Avibacterium volantium	762	species	2230476	5	4	0.0
Bartonella	773	genus	1830994	1	0	0.0
Coxiella burnetii	777	species	2072642	8	2	0.0
Rickettsia prowazekii	782	species	1111192	1	0	0.0
Orientia tsutsugamushi	784	species	2200350	10	3	0.0
Rickettsia typhi	785	species	1112275	1	0	0.0
Bartonella quintana	803	species	1584515	1	0	0.0
Bartonella elizabethae	807	species	2018538	4	3	0.0
Chlamydia	810	genus	1271055	1	0	0.0
Chlamydia trachomatis	813	species	1068120	1	1	0.0
Bacteroides	816	genus	5275069	9	2	0.0
Bacteroides fragilis	817	species	5308603	54	18	0.0
Bacteroides thetaiotaomicron	818	species	6293399	16	6	0.0
Bacteroides uniformis	820	species	4989532	30	8	0.0
Bacteroides vulgatus	821	species	5163189	14	5	0.0
Parabacteroides distasonis	823	species	10023638	29	4	0.0
Campylobacter gracilis	824	species	2281652	478	463	0.0
Campylobacter ureolyticus	827	species	1641887	1	0	0.0
Porphyromonas	836	genus	2657841	2	0	0.0
Porphyromonas gingivalis	837	species	2736420	1996	808	0.0
Prevotella	838	genus	3023914	2	1	0.0
Wolinella succinogenes	844	species	2110355	4	1	0.0
Oxalobacter formigenes	847	species	2433653	11	3	0.0
Fusobacterium	848	genus	3161642	2	0	0.0
Fusobacterium nucleatum	851	species	3161193	30	4	0.0
Faecalibacterium prausnitzii	853	species	3102523	245	49	0.0
Fusobacterium varium	856	species	3346458	14	8	0.0
Fusobacterium necrophorum	859	species	4694448	34	17	0.0
Fusobacterium periodonticum	860	species	2541084	18	3	0.0
Fusobacterium ulcerans	861	species	3839419	12	0	0.0
Syntrophomonas	862	genus	2936195	1	0	0.0
Cardiobacteriaceae	868	family	1389350	1	0	0.0
Desulfovibrio	872	genus	3919658	5	1	0.0
Desulfovibrio desulfuricans	876	species	3366008	35	20	0.0
Desulfovibrio salexigens	880	species	4289847	1	0	0.0
Desulfovibrio vulgaris	881	species	3802302	1	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	18	2	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	27	15	0.0
Desulfococcus	896	genus	3944167	2	0	0.0
Desulfococcus multivorans	897	species	8911375	57	0	0.0
Desulfomicrobium baculatum	899	species	3942657	3	0	0.0
Desulfovibrio piger	901	species	2807531	54	36	0.0
Acidaminococcus	904	genus	2408767	1	0	0.0
Megasphaera elsdenii	907	species	2491645	19	0	0.0
Nitrobacter hamburgensis	912	species	5011522	1	0	0.0
Thiobacillus	919	genus	2909809	1	0	0.0
Starkeya novella	921	species	4765023	1	0	0.0
Thiomonas intermedia	926	species	3462095	10	4	0.0
Anaplasmataceae	942	family	1284438	1	0	0.0
Ehrlichia	943	genus	1369786	1	0	0.0
Ehrlichia canis	944	species	1315030	2	0	0.0
Ehrlichia chaffeensis	945	species	1174554	3	2	0.0
Wolbachia	953	genus	1231799	1	0	0.0
Wolbachia pipientis	955	species	1484007	6	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	4	2	0.0
Bacteriovorax stolpii	960	species	7691180	6	2	0.0
Herbaspirillum	963	genus	5363540	7	0	0.0
Herbaspirillum seropedicae	964	species	5513887	49	6	0.0
Selenomonas	970	genus	3100147	2	0	0.0
Selenomonas ruminantium	971	species	3631933	1	0	0.0
Halanaerobiaceae	972	family	2443704	1	0	0.0
Bacteroidetes	976	phylum	3686275	2	0	0.0
Cellulophaga lytica	979	species	3765936	2	0	0.0
Solitalea canadensis	995	species	5202069	1	0	0.0
Flavobacterium columnare	996	species	3162432	24	7	0.0
Saprospira grandis	1008	species	4400185	1	0	0.0
Weeksella virosa	1014	species	2272954	5	3	0.0
Capnocytophaga	1016	genus	2592165	9	7	0.0
Capnocytophaga gingivalis	1017	species	2838633	365	342	0.0
Capnocytophaga sputigena	1019	species	11962418	1203	370	0.0
Erythrobacter	1041	genus	3052398	2	0	0.0
Chromatiaceae	1046	family	3825215	4	0	0.0
Halorhodospira halochloris	1052	species	2834560	2	1	0.0
Halorhodospira halophila	1053	species	2678452	1	0	0.0
Rhodobacter	1060	genus	4425548	1	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	49	14	0.0
Rhodobacter blasticus	1075	species	3706095	11	6	0.0
Rhodopseudomonas palustris	1076	species	5494465	39	14	0.0
Blastochloris viridis	1079	species	11174693	36	8	0.0
Rhodospirillum rubrum	1085	species	4379691	1	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	10	5	0.0
Porphyrobacter	1111	genus	0	1	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	12	6	0.0
Cyanobacteria	1117	phylum	4896702	3	0	0.0
Microcystis	1125	genus	5224138	1	0	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	4	3	0.0
Synechocystis	1142	genus	3570073	1	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	3	1	0.0
Synechocystis sp. PCC 6803	1148	species	3570073	2	0	0.0
Pseudanabaena	1152	genus	0	1	0	0.0
Nostocaceae	1162	family	7936858	1	0	0.0
Proteobacteria	1224	phylum	6582363	32	0	0.0
Gammaproteobacteria	1236	class	8199621	44	0	0.0
Piscirickettsia salmonis	1238	species	3507509	13	4	0.0
Firmicutes	1239	phylum	3951907	12	0	0.0
Leuconostoc mesenteroides	1245	species	3310663	2	0	0.0
Leuconostoc lactis	1246	species	7207125	7	1	0.0
Oenococcus oeni	1247	species	1780517	7	4	0.0
Weissella paramesenteroides	1249	species	1947910	3	1	0.0
Leuconostoc carnosum	1252	species	1773468	1	1	0.0
Pediococcus acidilactici	1254	species	28786024	23	2	0.0
Pediococcus pentosaceus	1255	species	1810762	9	1	0.0
Micrococcaceae	1268	family	3809026	8	0	0.0
Micrococcus luteus	1270	species	4996790	97	26	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	15	10	0.0
Kocuria rosea	1275	species	11520941	68	15	0.0
Kytococcus sedentarius	1276	species	2785024	1	0	0.0
Staphylococcus	1279	genus	5162113	6	0	0.0
Staphylococcus aureus	1280	species	5962137	15	8	0.0
Staphylococcus carnosus	1281	species	2566424	1	1	0.0
Staphylococcus epidermidis	1282	species	2601987	12	6	0.0
Staphylococcus haemolyticus	1283	species	2697861	15	7	0.0
Staphylococcus hyicus	1284	species	4944249	8	0	0.0
Staphylococcus simulans	1286	species	22255537	9	2	0.0
Staphylococcus xylosus	1288	species	14168082	19	4	0.0
Staphylococcus hominis	1290	species	2253412	13	3	0.0
Staphylococcus warneri	1292	species	12763842	1	0	0.0
Staphylococcus muscae	1294	species	4190247	8	0	0.0
Staphylococcus schleiferi	1295	species	15034207	7	1	0.0
Staphylococcus sciuri	1296	species	2811859	13	3	0.0
Deinococcus	1298	genus	4067791	13	7	0.0
Deinococcus radiodurans	1299	species	6628921	7	0	0.0
Streptococcaceae	1300	family	2703668	2	0	0.0
Streptococcus	1301	genus	2347233	127	86	0.0
Streptococcus gordonii	1302	species	2196662	3100	899	0.0
Streptococcus oralis	1303	species	1926449	1060	580	0.0
Streptococcus salivarius	1304	species	2213879	191	39	0.0
Streptococcus sanguinis	1305	species	2388435	5690	3293	0.0
Streptococcus suis	1307	species	2106595	148	50	0.0
Streptococcus thermophilus	1308	species	1844731	81	10	0.0
Streptococcus mutans	1309	species	2024183	62	22	0.0
Streptococcus sobrinus	1310	species	12977382	24	7	0.0
Streptococcus agalactiae	1311	species	2111259	192	43	0.0
Streptococcus pneumoniae	1313	species	2114821	467	150	0.0
Streptococcus pyogenes	1314	species	1940888	453	70	0.0
Streptococcus parasanguinis	1318	species	2162630	3	0	0.0
Streptococcus sp. 'group B'	1319	species	2178261	5	0	0.0
Streptococcus acidominimus	1326	species	2330811	13	6	0.0
Streptococcus anginosus	1328	species	2089210	578	155	0.0
Streptococcus canis	1329	species	6369596	30	5	0.0
Streptococcus dysgalactiae	1334	species	4983431	100	6	0.0
Streptococcus equinus	1335	species	11728033	58	11	0.0
Streptococcus equi	1336	species	5023339	10	3	0.0
Streptococcus intermedius	1338	species	1963517	206	47	0.0
Streptococcus porcinus	1340	species	10166034	125	36	0.0
Streptococcus ratti	1341	species	2096943	8	5	0.0
Streptococcus vestibularis	1343	species	1950305	28	15	0.0
Streptococcus ferus	1345	species	1872314	13	9	0.0
Streptococcus iniae	1346	species	12603142	17	3	0.0
Streptococcus parauberis	1348	species	2143887	8	3	0.0
Streptococcus uberis	1349	species	1852352	12	1	0.0
Enterococcus	1350	genus	3047520	3	1	0.0
Enterococcus faecalis	1351	species	3027316	12	5	0.0
Enterococcus faecium	1352	species	2969925	45	11	0.0
Enterococcus gallinarum	1353	species	7096408	12	3	0.0
Enterococcus hirae	1354	species	2856440	6	1	0.0
Lactococcus lactis	1358	species	6185330	27	12	0.0
Lactococcus lactis subsp. cremoris	1359	subspecies	20540985	1	1	0.0
Lactococcus lactis subsp. lactis	1360	subspecies	33254851	4	3	0.0
Lactococcus garvieae	1363	species	1957049	5	1	0.0
Lactococcus raffinolactis	1366	species	4587907	9	2	0.0
Planococcus kocurii	1374	species	3485580	10	6	0.0
Aerococcus	1375	genus	2080974	4	0	0.0
Aerococcus urinae	1376	species	2080974	4	3	0.0
Aerococcus viridans	1377	species	2199877	6	2	0.0
Gemella	1378	genus	0	2	0	0.0
Gemella haemolysans	1379	species	1926227	9	3	0.0
Atopobium	1380	genus	1543805	1	0	0.0
Atopobium parvulum	1382	species	1543805	3	0	0.0
Bacillales	1385	order	5092237	11	0	0.0
Bacillus	1386	genus	6141499	51	27	0.0
Bacillus amyloliquefaciens	1390	species	3989737	22	2	0.0
Bacillus anthracis	1392	species	5860829	9	3	0.0
Brevibacillus brevis	1393	species	6469936	19	11	0.0
[Bacillus] caldolyticus	1394	species	3485582	4	0	0.0
Bacillus cereus	1396	species	6509544	37	5	0.0
Bacillus circulans	1397	species	10449620	9	6	0.0
Bacillus coagulans	1398	species	3312652	11	5	0.0
Paenibacillus lautus	1401	species	7354571	13	10	0.0
Bacillus licheniformis	1402	species	8445242	33	1	0.0
Bacillus megaterium	1404	species	6383812	12	1	0.0
Bacillus mycoides	1405	species	5872743	24	4	0.0
Paenibacillus polymyxa	1406	species	5942566	30	6	0.0
Bacillus pumilus	1408	species	3704641	12	5	0.0
Bacillus cellulosilyticus	1413	species	4681672	1	0	0.0
Lysinibacillus sphaericus	1421	species	4817463	33	9	0.0
Geobacillus stearothermophilus	1422	species	3676494	10	1	0.0
Bacillus subtilis	1423	species	8637394	31	11	0.0
Parageobacillus thermoglucosidasius	1426	species	3993793	23	0	0.0
Bacillus thuringiensis	1428	species	6568323	39	9	0.0
Bacillus thuringiensis serovar tolworthi	1442	leaf	6870591	6	2	0.0
Amphibacillus xylanus	1449	species	2569486	4	0	0.0
Bacillus atrophaeus	1452	species	4168266	14	3	0.0
Geobacillus kaustophilus	1462	species	3631811	2	0	0.0
Paenibacillus larvae	1464	species	13176472	4	2	0.0
Brevibacillus laterosporus	1465	species	5277001	19	7	0.0
Bacillus lentus	1467	species	4384366	4	4	0.0
Sporosarcina pasteurii	1474	species	3253966	2	0	0.0
Sporosarcina psychrophila	1476	species	4674191	7	5	0.0
Paenibacillus larvae subsp. pulvifaciens	1477	subspecies	13759777	5	1	0.0
Bacillus simplex	1478	species	5645783	4	3	0.0
Bacillus smithii	1479	species	3381292	10	4	0.0
Virgibacillus halodenitrificans	1482	species	8293753	4	1	0.0
Clostridium	1485	genus	4654291	18	1	0.0
Clostridium botulinum	1491	species	4204997	116	27	0.0
Clostridium butyricum	1492	species	41927457	36	9	0.0
Clostridium cochlearium	1494	species	2435419	10	5	0.0
Clostridioides difficile	1496	species	5221519	492	83	0.0
Clostridium formicaceticum	1497	species	9173483	51	0	0.0
Hathewaya histolytica	1498	species	2740791	13	7	0.0
Clostridium pasteurianum	1501	species	9050473	21	0	0.0
Clostridium perfringens	1502	species	3171211	54	16	0.0
Clostridium septicum	1504	species	6858862	13	1	0.0
Paeniclostridium sordellii	1505	species	3584812	13	7	0.0
Clostridium sporogenes	1509	species	8284974	36	0	0.0
Thermoclostridium stercorarium	1510	species	4042789	6	0	0.0
Acetoanaerobium sticklandii	1511	species	2715461	26	13	0.0
Clostridium tetani	1513	species	2869591	21	5	0.0
Hungateiclostridium thermocellum	1515	species	3634338	14	0	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	22	6	0.0
Clostridium tyrobutyricum	1519	species	3134437	17	12	0.0
Clostridium beijerinckii	1520	species	6062225	35	7	0.0
Ruminiclostridium cellulolyticum	1521	species	4068724	1	0	0.0
Moorella thermoacetica	1525	species	2628784	18	8	0.0
Clostridium kluyveri	1534	species	3989551	19	6	0.0
Clostridium novyi	1542	species	2547720	16	8	0.0
Clostridium scatologenes	1548	species	5749410	18	15	0.0
Clostridium estertheticum subsp. estertheticum	1552	subspecies	4785613	13	10	0.0
Gottschalkia acidurici	1556	species	3108248	2	0	0.0
Clostridium baratii	1561	species	3338630	15	5	0.0
Desulfotomaculum ruminis	1564	species	3969014	2	0	0.0
Desulfotomaculum nigrificans	1565	species	2892255	2	0	0.0
Sporosarcina	1569	genus	0	1	0	0.0
Halobacillus halophilus	1570	species	4170008	6	0	0.0
Sporosarcina ureae	1571	species	13511270	20	7	0.0
Clavibacter	1573	genus	5099992	1	0	0.0
Leifsonia xyli	1575	species	2635288	15	12	0.0
Lactobacillus	1578	genus	3009630	16	4	0.0
Lactobacillus acidophilus	1579	species	1992569	6	6	0.0
Lactobacillus brevis	1580	species	2464052	13	3	0.0
Lactobacillus buchneri	1581	species	2575738	8	0	0.0
Lactobacillus casei	1582	species	3018036	15	1	0.0
Weissella confusa	1583	species	6922439	11	0	0.0
