name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Rhizobiales	356	order	5410296	252	0	0.0
Agrobacterium	357	genus	6422834	12	0	0.0
Agrobacterium tumefaciens	358	species	7273300	590	81	0.0
Agrobacterium rhizogenes	359	species	5482241	42	20	0.0
Bradyrhizobium	374	genus	11894480	163	41	0.0
Bradyrhizobium japonicum	375	species	9207384	268	39	0.0
Bradyrhizobium sp.	376	species	7547693	117	47	0.0
Rhizobium	379	genus	8184003	187	42	0.0
Sinorhizobium fredii	380	species	6924988	82	4	0.0
Mesorhizobium loti	381	species	7481739	1	0	0.0
Sinorhizobium meliloti	382	species	7082772	277	102	0.0
Rhizobium leguminosarum	384	species	9364981	440	123	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	201	43	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	85	39	0.0
Rhizobium phaseoli	396	species	6665454	205	16	0.0
Neorhizobium galegae	399	species	6434105	6	0	0.0
Methylococcaceae	403	family	4384317	5	0	0.0
Methylobacillus	404	genus	2971517	2	0	0.0
Methylobacillus flagellatus	405	species	2971517	1	0	0.0
Methylobacterium	407	genus	7144985	74	10	0.0
Methylorubrum extorquens	408	species	8218505	348	72	0.0
Methylococcus	413	genus	3304561	2	0	0.0
Methylococcus capsulatus	414	species	3304561	2	0	0.0
Methylomonas	416	genus	5051681	8	0	0.0
Methylosinus	425	genus	5183433	3	0	0.0
Methylosinus trichosporium	426	species	5183433	2	0	0.0
Acetobacteraceae	433	family	3826783	25	0	0.0
Acetobacter	434	genus	3590557	6	1	0.0
Acetobacter aceti	435	species	3725037	27	14	0.0
Acetobacter pasteurianus	438	species	3590557	41	11	0.0
Gluconobacter	441	genus	4181963	1	0	0.0
Gluconobacter oxydans	442	species	4181963	23	10	0.0
Legionella	445	genus	10525492	3	0	0.0
Legionella pneumophila	446	species	12363603	42	30	0.0
Legionella hackeliae	449	species	3570857	6	5	0.0
Legionella longbeachae	450	species	4149158	52	18	0.0
Tatlockia micdadei	451	species	9836958	29	7	0.0
Legionella spiritensis	452	species	6755735	19	5	0.0
Legionella israelensis	454	species	9344693	20	10	0.0
Legionella jordanis	456	species	3133723	8	7	0.0
Moraxellaceae	468	family	3943545	6	0	0.0
Acinetobacter	469	genus	4126830	19	4	0.0
Acinetobacter baumannii	470	species	4233127	99	20	0.0
Acinetobacter calcoaceticus	471	species	8050108	18	11	0.0
Moraxella	475	genus	1863286	2	0	0.0
Moraxella bovis	476	species	2911207	15	13	0.0
Moraxella catarrhalis	480	species	1863286	40	11	0.0
Neisseriaceae	481	family	2244925	36	0	0.0
Neisseria	482	genus	2223758	35	3	0.0
Neisseria cinerea	483	species	1832904	43	20	0.0
Neisseria flavescens	484	species	2231882	45	15	0.0
Neisseria gonorrhoeae	485	species	2216159	118	28	0.0
Neisseria lactamica	486	species	2220606	184	22	0.0
Neisseria meningitidis	487	species	2222288	273	63	0.0
Neisseria mucosa	488	species	2783943	103	48	0.0
Neisseria polysaccharea	489	species	2024930	36	10	0.0
Neisseria animalis	492	species	4477875	68	2	0.0
Neisseria canis	493	species	2569389	30	21	0.0
Neisseria elongata	495	species	2253031	355	212	0.0
Psychrobacter	497	genus	2875899	3	0	0.0
Thermomicrobium	499	genus	2920744	2	0	0.0
Kingella kingae	504	species	4021433	64	31	0.0
Alcaligenaceae	506	family	4354306	45	0	0.0
Alcaligenes faecalis	511	species	32768163	228	54	0.0
Bordetella	517	genus	4536693	61	0	0.0
Bordetella bronchiseptica	518	species	5231793	406	30	0.0
Bordetella parapertussis	519	species	4836562	145	14	0.0
Bordetella pertussis	520	species	4781978	28	1	0.0
Bordetella avium	521	species	3732255	87	6	0.0
Acidiphilium	522	genus	4088912	1	0	0.0
Acidiphilium cryptum	524	species	3963080	3	0	0.0
Ochrobactrum	528	genus	5205777	5	0	0.0
Ochrobactrum anthropi	529	species	5205777	54	13	0.0
Beijerinckia	532	genus	4418616	2	0	0.0
Beijerinckia indica	533	species	4418616	1	0	0.0
Chromobacterium	535	genus	4751080	54	0	0.0
Chromobacterium violaceum	536	species	4751080	192	11	0.0
Eikenella	538	genus	0	2	0	0.0
Eikenella corrodens	539	species	4651055	2030	1592	0.0
Zymomonas	541	genus	3463673	3	0	0.0
Zymomonas mobilis	542	species	3463673	31	18	0.0
Enterobacteriaceae	543	family	10341043	88	2	0.0
Citrobacter	544	genus	5276819	47	12	0.0
Citrobacter koseri	545	species	4735357	102	5	0.0
Citrobacter freundii	546	species	5164552	156	23	0.0
Enterobacter	547	genus	11028548	88	14	0.0
Klebsiella aerogenes	548	species	5435727	187	57	0.0
Pantoea agglomerans	549	species	30133336	71	9	0.0
Enterobacter cloacae	550	species	5356576	231	30	0.0
Erwinia	551	genus	4250482	9	0	0.0
Erwinia amylovora	552	species	3869718	21	0	0.0
Pantoea ananatis	553	species	4838981	52	7	0.0
Pectobacterium carotovorum	554	species	6477254	9	0	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	34	6	0.0
Escherichia	561	genus	8380592	4	0	0.0
Escherichia coli	562	species	8437634	368	84	0.0
Shimwellia blattae	563	species	4158725	78	0	0.0
Escherichia fergusonii	564	species	4643861	32	1	0.0
Atlantibacter hermannii	565	species	13352683	87	5	0.0
Hafnia	568	genus	4712721	1	0	0.0
Hafnia alvei	569	species	4712721	65	11	0.0
Klebsiella	570	genus	12784449	81	0	0.0
Klebsiella oxytoca	571	species	6684898	372	32	0.0
Klebsiella pneumoniae	573	species	14826006	253	50	0.0
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	5651305	2	0	0.0
Raoultella planticola	575	species	17105658	73	11	0.0
Raoultella terrigena	577	species	6073951	58	10	0.0
Morganella	581	genus	5836016	4	0	0.0
Morganella morganii	582	species	5836016	126	53	0.0
Proteus	583	genus	3973324	6	0	0.0
Proteus mirabilis	584	species	3973324	75	26	0.0
Proteus vulgaris	585	species	16657186	32	9	0.0
Providencia	586	genus	4402109	7	0	0.0
Providencia rettgeri	587	species	36637538	45	8	0.0
Providencia stuartii	588	species	4402109	27	8	0.0
Salmonella	590	genus	11699879	6	0	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	39256227	1	0	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	15762832	6	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	33402824	1	1	0.0
Serratia	613	genus	5012487	110	7	0.0
Serratia liquefaciens	614	species	5282719	112	23	0.0
Serratia marcescens	615	species	5201904	574	78	0.0
Serratia odorifera	618	species	5272556	43	23	0.0
Shigella boydii	621	species	4760589	15	0	0.0
Shigella dysenteriae	622	species	4520554	25	1	0.0
Shigella flexneri	623	species	7250520	16	3	0.0
Shigella sonnei	624	species	5137894	11	0	0.0
Xenorhabdus nematophila	628	species	4586662	9	5	0.0
Yersinia	629	genus	6072098	8	0	0.0
Yersinia enterocolitica	630	species	6188788	38	7	0.0
Yersinia intermedia	631	species	24435507	49	0	0.0
Yersinia pestis	632	species	5818786	31	0	0.0
Yersinia pseudotuberculosis	633	species	7671089	35	0	0.0
Edwardsiella	635	genus	3906392	29	0	0.0
Edwardsiella tarda	636	species	3766483	91	2	0.0
Arsenophonus nasoniae	638	species	4987107	3	1	0.0
Vibrionaceae	641	family	5610112	10	0	0.0
Aeromonas	642	genus	5822658	89	37	0.0
Aeromonas hydrophila	644	species	4976269	299	62	0.0
Aeromonas salmonicida	645	species	7807177	65	30	0.0
Aeromonas caviae	648	species	27968422	170	14	0.0
Aeromonas media	651	species	4788430	53	13	0.0
Aeromonas schubertii	652	species	8750747	188	30	0.0
Aeromonas veronii	654	species	4551783	356	150	0.0
Vibrio	662	genus	5583206	24	5	0.0
Vibrio alginolyticus	663	species	5146637	42	9	0.0
Vibrio cholerae	666	species	5444833	96	34	0.0
Aliivibrio fischeri	668	species	4273718	3	0	0.0
Vibrio harveyi	669	species	35934227	66	14	0.0
Vibrio parahaemolyticus	670	species	5168015	77	44	0.0
Vibrio vulnificus	672	species	5071151	106	19	0.0
Grimontia hollisae	673	species	16426895	38	11	0.0
Vibrio mimicus	674	species	26461692	52	11	0.0
Vibrio cincinnatiensis	675	species	15191860	31	11	0.0
Vibrio fluvialis	676	species	47771737	84	23	0.0
Vibrio campbellii	680	species	8634154	32	5	0.0
Vibrio gazogenes	687	species	4786552	16	8	0.0
Vibrio mediterranei	689	species	11788203	12	6	0.0
Vibrio natriegens	691	species	10343839	23	6	0.0
Plesiomonas	702	genus	0	1	0	0.0
Plesiomonas shigelloides	703	species	7376338	34	18	0.0
Pasteurellaceae	712	family	2528486	11	1	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	167	29	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	26	6	0.0
Actinobacillus suis	716	species	2501598	13	0	0.0
Actinobacillus equuli	718	species	2431533	15	0	0.0
Actinobacillus lignieresii	720	species	2377048	9	5	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	8	2	0.0
Haemophilus haemolyticus	726	species	7646594	43	17	0.0
Haemophilus influenzae	727	species	2511163	115	43	0.0
Avibacterium paragallinarum	728	species	2425949	9	8	0.0
Haemophilus parainfluenzae	729	species	2086875	38	21	0.0
[Haemophilus] ducreyi	730	species	1698955	83	11	0.0
Histophilus somni	731	species	2138367	68	45	0.0
Aggregatibacter aphrophilus	732	species	3481722	45	7	0.0
Haemophilus parahaemolyticus	735	species	2091866	10	2	0.0
Glaesserella parasuis	738	species	2362471	42	9	0.0
Pasteurella	745	genus	2875151	1	0	0.0
Pasteurella multocida	747	species	2875151	71	25	0.0
[Pasteurella] aerogenes	749	species	2257472	8	5	0.0
Gallibacterium anatis	750	species	2694139	1	0	0.0
Pasteurella dagmatis	754	species	2287213	15	13	0.0
Rodentibacter pneumotropicus	758	species	2439769	14	5	0.0
Avibacterium volantium	762	species	2230476	22	9	0.0
Rickettsiales	766	order	1302079	9	0	0.0
Anaplasma	768	genus	1349657	1	0	0.0
Bartonellaceae	772	family	1830994	1	0	0.0
Bartonella	773	genus	1830994	4	0	0.0
Bartonella bacilliformis	774	species	1445021	5	0	0.0
Rickettsiaceae	775	family	1316078	1	0	0.0
Coxiella burnetii	777	species	2072642	17	2	0.0
Ehrlichia ruminantium	779	species	2264626	1	0	0.0
Rickettsia	780	genus	1252916	7	4	0.0
Rickettsia prowazekii	782	species	1111192	5	4	0.0
Rickettsia rickettsii	783	species	1265141	1	0	0.0
Orientia tsutsugamushi	784	species	2200350	31	5	0.0
Rickettsia typhi	785	species	1112275	5	0	0.0
Bartonella quintana	803	species	1584515	7	0	0.0
Bartonella elizabethae	807	species	2018538	12	8	0.0
Chlamydia	810	genus	1271055	2	0	0.0
Chlamydia trachomatis	813	species	1068120	5	3	0.0
Bacteroidaceae	815	family	5275069	1	0	0.0
Bacteroides	816	genus	5275069	54	11	0.0
Bacteroides fragilis	817	species	5308603	328	145	0.0
Bacteroides thetaiotaomicron	818	species	6293399	118	62	0.0
Bacteroides uniformis	820	species	4989532	119	43	0.0
Bacteroides vulgatus	821	species	5163189	85	45	0.0
Parabacteroides distasonis	823	species	10023638	221	11	0.0
Campylobacter gracilis	824	species	2281652	10767	10663	0.0
Sebaldella termitidis	826	species	4486650	3	0	0.0
Campylobacter ureolyticus	827	species	1641887	1	0	0.0
Butyrivibrio	830	genus	4404886	1	0	0.0
Fibrobacter	832	genus	7685639	1	0	0.0
Porphyromonas	836	genus	2657841	8	0	0.0
Porphyromonas gingivalis	837	species	2736420	63495	29654	0.312048
Prevotella	838	genus	3023914	27	2	0.0
Roseburia	841	genus	4042736	2	0	0.0
Wolinella succinogenes	844	species	2110355	10	0	0.0
Oxalobacter formigenes	847	species	2433653	60	18	0.0
Fusobacterium	848	genus	3161642	43	34	0.0
Fusobacterium gonidiaformans	849	species	1678881	1	0	0.0
Fusobacterium nucleatum	851	species	3161193	8059	611	0.0
Faecalibacterium prausnitzii	853	species	3102523	689	142	0.0
Fusobacterium varium	856	species	3346458	70	38	0.0
Fusobacterium necrophorum	859	species	4694448	598	240	0.0
Fusobacterium periodonticum	860	species	2541084	353	38	0.0
Fusobacterium ulcerans	861	species	3839419	85	0	0.0
Syntrophomonas wolfei	863	species	2936195	1	0	0.0
Cardiobacteriaceae	868	family	1389350	3	0	0.0
Dichelobacter	869	genus	1389350	1	0	0.0
Desulfovibrio	872	genus	3919658	24	0	0.0
Desulfocurvibacter africanus	873	species	4200534	1	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	67	41	0.0
Desulfovibrio vulgaris	881	species	3802302	15	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	193	57	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	157	107	0.0
Desulfuromonas	890	genus	0	3	0	0.0
Desulfobulbus	893	genus	0	1	0	0.0
Desulfococcus multivorans	897	species	8911375	196	0	0.0
Desulfomicrobium	898	genus	3363015	5	0	0.0
Desulfomicrobium baculatum	899	species	3942657	1	0	0.0
Desulfovibrio piger	901	species	2807531	143	109	0.0
Acidaminococcus	904	genus	2408767	3	0	0.0
Megasphaera	906	genus	2491645	6	0	0.0
Megasphaera elsdenii	907	species	2491645	76	9	0.0
Nitrobacter	911	genus	4206807	2	0	0.0
Nitrobacter winogradskyi	913	species	3402093	1	0	0.0
Nitrosomonas	914	genus	2796959	1	0	0.0
Nitrosomonas europaea	915	species	2812094	2	0	0.0
Thiobacillus	919	genus	2909809	2	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	4	0	0.0
Starkeya novella	921	species	4765023	7	0	0.0
Thiomonas intermedia	926	species	3462095	124	63	0.0
Hydrogenobacter thermophilus	940	species	3486067	1	0	0.0
Anaplasmataceae	942	family	1284438	2	0	0.0
Ehrlichia	943	genus	1369786	3	0	0.0
Ehrlichia canis	944	species	1315030	5	1	0.0
Ehrlichia chaffeensis	945	species	1174554	3	2	0.0
Anaplasma phagocytophilum	948	species	1493914	6	0	0.0
Wolbachia	953	genus	1231799	14	4	0.0
Wolbachia pipientis	955	species	1484007	24	2	0.0
Bdellovibrio	958	genus	3359107	3	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	50	12	0.0
Bacteriovorax stolpii	960	species	7691180	31	18	0.0
Herbaspirillum	963	genus	5363540	30	0	0.0
Herbaspirillum seropedicae	964	species	5513887	248	18	0.0
Selenomonas	970	genus	3100147	10	0	0.0
Selenomonas ruminantium	971	species	3631933	2	0	0.0
Halanaerobiaceae	972	family	2443704	1	0	0.0
Bacteroidetes	976	phylum	3686275	11	1	0.0
Cellulophaga lytica	979	species	3765936	46	2	0.0
Pedobacter heparinus	984	species	5167383	1	0	0.0
Flavobacterium columnare	996	species	3162432	71	19	0.0
Sphingobacterium mizutaii	1010	species	4653048	28	19	0.0
Weeksella virosa	1014	species	2272954	13	9	0.0
Capnocytophaga	1016	genus	2592165	13	1	0.0
Capnocytophaga gingivalis	1017	species	2838633	221	174	0.0
Capnocytophaga sputigena	1019	species	11962418	516	212	0.0
Erythrobacter	1041	genus	3052398	10	0	0.0
Chromatiaceae	1046	family	3825215	23	0	0.0
Allochromatium vinosum	1049	species	3669074	2	0	0.0
Thermochromatium tepidum	1050	species	2958290	1	0	0.0
Halorhodospira halochloris	1052	species	2834560	16	11	0.0
Halorhodospira halophila	1053	species	2678452	8	0	0.0
Rhodobacter	1060	genus	4425548	3	0	0.0
Rhodobacter capsulatus	1061	species	3871920	1	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	330	130	0.0
Rhodomicrobium	1068	genus	4014469	3	0	0.0
Rhodomicrobium vannielii	1069	species	4014469	2	0	0.0
Rhodopseudomonas	1073	genus	5494465	11	0	0.0
Rhodobacter blasticus	1075	species	3706095	80	45	0.0
Rhodopseudomonas palustris	1076	species	5494465	299	91	0.0
Blastochloris viridis	1079	species	11174693	348	71	0.0
Rhodospirillum	1081	genus	4371641	8	0	0.0
Pararhodospirillum photometricum	1084	species	3876289	5	0	0.0
Rhodospirillum rubrum	1085	species	4379691	10	0	0.0
Chlorobium	1091	genus	2634484	3	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	13	6	0.0
Chlorobium phaeobacteroides	1096	species	2935152	3	0	0.0
Chlorobaculum tepidum	1097	species	2154946	4	0	0.0
Pelodictyon luteolum	1100	species	2364842	3	0	0.0
Prosthecochloris	1101	genus	2579695	2	0	0.0
Chloroflexus	1107	genus	5070807	2	0	0.0
Chloroflexus aurantiacus	1108	species	5263745	5	0	0.0
Porphyrobacter	1111	genus	0	17	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	70	36	0.0
Cyanobacteria	1117	phylum	4896702	4	0	0.0
Chroococcales	1118	order	5024108	2	0	0.0
Microcystis aeruginosa	1126	species	5038678	8	0	0.0
Synechococcus	1129	genus	2744871	6	0	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	22	14	0.0
Synechocystis	1142	genus	3570073	3	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	11	9	0.0
Synechocystis sp. PCC 6803	1148	species	3570073	21	0	0.0
Oscillatoriales	1150	order	7831139	3	0	0.0
Nostocales	1161	order	7545001	4	0	0.0
Nostocaceae	1162	family	7936858	4	0	0.0
Anabaena	1163	genus	7063285	2	0	0.0
Trichormus azollae	1164	species	5486145	1	0	0.0
Nostoc	1177	genus	9602270	2	0	0.0
Calothrix	1186	genus	6960392	2	0	0.0
Fischerella	1190	genus	0	1	0	0.0
Prochlorococcus marinus	1219	species	1799150	4	0	0.0
Proteobacteria	1224	phylum	6582363	125	0	0.0
Nitrosococcus	1227	genus	3680219	2	0	0.0
Nitrospira	1234	genus	0	1	0	0.0
Gammaproteobacteria	1236	class	8199621	224	0	0.0
Piscirickettsia salmonis	1238	species	3507509	36	22	0.0
Firmicutes	1239	phylum	3951907	24	0	0.0
Leuconostoc	1243	genus	2625372	5	3	0.0
Leuconostoc gelidum	1244	species	1956205	1	0	0.0
Leuconostoc mesenteroides	1245	species	3310663	30	2	0.0
Leuconostoc lactis	1246	species	7207125	32	9	0.0
Oenococcus oeni	1247	species	1780517	23	10	0.0
Weissella paramesenteroides	1249	species	1947910	9	6	0.0
Leuconostoc carnosum	1252	species	1773468	17	7	0.0
Pediococcus	1253	genus	1866772	1	0	0.0
Pediococcus acidilactici	1254	species	28786024	118	13	0.0
Pediococcus pentosaceus	1255	species	1810762	86	33	0.0
Finegoldia magna	1260	species	1986740	7	0	0.0
Ruminococcus albus	1264	species	4482087	1	0	0.0
Micrococcaceae	1268	family	3809026	36	0	0.0
Micrococcus	1269	genus	4996790	10	0	0.0
Micrococcus luteus	1270	species	4996790	788	164	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	84	41	0.0
Kocuria rosea	1275	species	11520941	542	109	0.0
Kytococcus sedentarius	1276	species	2785024	2	0	0.0
Staphylococcus	1279	genus	5162113	12	1	0.0
Staphylococcus aureus	1280	species	5962137	118	51	0.0
Staphylococcus carnosus	1281	species	2566424	12	8	0.0
Staphylococcus epidermidis	1282	species	2601987	72	17	0.0
Staphylococcus haemolyticus	1283	species	2697861	48	10	0.0
Staphylococcus hyicus	1284	species	4944249	26	0	0.0
Staphylococcus simulans	1286	species	22255537	45	17	0.0
Staphylococcus xylosus	1288	species	14168082	65	7	0.0
Staphylococcus hominis	1290	species	2253412	59	11	0.0
Staphylococcus warneri	1292	species	12763842	46	4	0.0
Staphylococcus muscae	1294	species	4190247	18	0	0.0
Staphylococcus schleiferi	1295	species	15034207	18	8	0.0
Staphylococcus sciuri	1296	species	2811859	24	11	0.0
Deinococcus	1298	genus	4067791	75	26	0.0
Deinococcus radiodurans	1299	species	6628921	59	0	0.0
Streptococcaceae	1300	family	2703668	12	0	0.0
Streptococcus	1301	genus	2347233	87	18	0.0
Streptococcus gordonii	1302	species	2196662	152	29	0.0
Streptococcus oralis	1303	species	1926449	35	13	0.0
Streptococcus salivarius	1304	species	2213879	115	8	0.0
Streptococcus sanguinis	1305	species	2388435	83	22	0.0
