name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bradyrhizobium	374	genus	11894480	149	42	0.0
Bradyrhizobium japonicum	375	species	9207384	247	37	0.0
Bradyrhizobium sp.	376	species	7547693	94	42	0.0
Rhizobium	379	genus	8184003	113	33	0.0
Sinorhizobium fredii	380	species	6924988	87	11	0.0
Mesorhizobium loti	381	species	7481739	1	0	0.0
Sinorhizobium meliloti	382	species	7082772	208	78	0.0
Rhizobium leguminosarum	384	species	9364981	242	68	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	103	27	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	55	26	0.0
Rhizobium phaseoli	396	species	6665454	147	14	0.0
Rhizobium tropici	398	species	6686334	1	0	0.0
Neorhizobium galegae	399	species	6434105	11	0	0.0
Methylococcaceae	403	family	4384317	4	0	0.0
Methylobacillus	404	genus	2971517	2	0	0.0
Methylobacillus flagellatus	405	species	2971517	2	0	0.0
Methylobacterium	407	genus	7144985	32	2	0.0
Methylorubrum extorquens	408	species	8218505	199	36	0.0
Methylococcus capsulatus	414	species	3304561	1	0	0.0
Methylomonas	416	genus	5051681	1	0	0.0
Methylosinus	425	genus	5183433	3	0	0.0
Methylosinus trichosporium	426	species	5183433	3	0	0.0
Acetobacteraceae	433	family	3826783	26	0	0.0
Acetobacter	434	genus	3590557	7	0	0.0
Acetobacter aceti	435	species	3725037	18	11	0.0
Acetobacter pasteurianus	438	species	3590557	15	5	0.0
Gluconobacter oxydans	442	species	4181963	16	4	0.0
Legionellaceae	444	family	10525492	2	0	0.0
Legionella pneumophila	446	species	12363603	18	10	0.0
Legionella hackeliae	449	species	3570857	4	3	0.0
Legionella longbeachae	450	species	4149158	28	4	0.0
Tatlockia micdadei	451	species	9836958	11	1	0.0
Legionella spiritensis	452	species	6755735	19	1	0.0
Legionella israelensis	454	species	9344693	12	3	0.0
Legionella jordanis	456	species	3133723	7	6	0.0
Moraxellaceae	468	family	3943545	4	0	0.0
Acinetobacter	469	genus	4126830	19	8	0.0
Acinetobacter baumannii	470	species	4233127	73	25	0.0
Acinetobacter calcoaceticus	471	species	8050108	11	8	0.0
Moraxella bovis	476	species	2911207	7	5	0.0
Moraxella catarrhalis	480	species	1863286	28	8	0.0
Neisseriaceae	481	family	2244925	15	0	0.0
Neisseria	482	genus	2223758	17	5	0.0
Neisseria cinerea	483	species	1832904	24	8	0.0
Neisseria flavescens	484	species	2231882	30	6	0.0
Neisseria gonorrhoeae	485	species	2216159	70	17	0.0
Neisseria lactamica	486	species	2220606	97	15	0.0
Neisseria meningitidis	487	species	2222288	146	32	0.0
Neisseria mucosa	488	species	2783943	84	44	0.0
Neisseria polysaccharea	489	species	2024930	20	2	0.0
Neisseria animalis	492	species	4477875	26	2	0.0
Neisseria canis	493	species	2569389	17	7	0.0
Neisseria elongata	495	species	2253031	151	66	0.0
Psychrobacter	497	genus	2875899	2	1	0.0
Kingella kingae	504	species	4021433	38	21	0.0
Alcaligenaceae	506	family	4354306	25	0	0.0
Alcaligenes faecalis	511	species	32768163	147	22	0.0
Bordetella	517	genus	4536693	29	0	0.0
Bordetella bronchiseptica	518	species	5231793	240	18	0.0
Bordetella parapertussis	519	species	4836562	95	6	0.0
Bordetella pertussis	520	species	4781978	35	4	0.0
Bordetella avium	521	species	3732255	59	3	0.0
Acidiphilium	522	genus	4088912	3	0	0.0
Acidiphilium cryptum	524	species	3963080	3	0	0.0
Ochrobactrum	528	genus	5205777	2	0	0.0
Ochrobactrum anthropi	529	species	5205777	65	12	0.0
Beijerinckia	532	genus	4418616	2	0	0.0
Beijerinckia indica	533	species	4418616	2	0	0.0
Chromobacterium	535	genus	4751080	18	0	0.0
Chromobacterium violaceum	536	species	4751080	125	4	0.0
Eikenella	538	genus	0	3	0	0.0
Eikenella corrodens	539	species	4651055	1219	960	0.0
Zymomonas	541	genus	3463673	4	0	0.0
Zymomonas mobilis	542	species	3463673	13	11	0.0
Enterobacteriaceae	543	family	10341043	46	0	0.0
Citrobacter	544	genus	5276819	27	5	0.0
Citrobacter koseri	545	species	4735357	49	2	0.0
Citrobacter freundii	546	species	5164552	92	15	0.0
Enterobacter	547	genus	11028548	35	6	0.0
Klebsiella aerogenes	548	species	5435727	88	23	0.0
Pantoea agglomerans	549	species	30133336	51	7	0.0
Enterobacter cloacae	550	species	5356576	128	8	0.0
Erwinia	551	genus	4250482	3	0	0.0
Erwinia amylovora	552	species	3869718	15	0	0.0
Pantoea ananatis	553	species	4838981	21	3	0.0
Pectobacterium carotovorum	554	species	6477254	3	0	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	13	2	0.0
Dickeya chrysanthemi	556	species	4813854	2	0	0.0
Escherichia	561	genus	8380592	3	0	0.0
Escherichia coli	562	species	8437634	244	52	0.0
Shimwellia blattae	563	species	4158725	34	0	0.0
Escherichia fergusonii	564	species	4643861	18	1	0.0
Atlantibacter hermannii	565	species	13352683	46	5	0.0
Hafnia	568	genus	4712721	1	0	0.0
Hafnia alvei	569	species	4712721	41	7	0.0
Klebsiella	570	genus	12784449	38	0	0.0
Klebsiella oxytoca	571	species	6684898	215	25	0.0
Klebsiella pneumoniae	573	species	14826006	114	29	0.0
Raoultella planticola	575	species	17105658	31	4	0.0
Raoultella terrigena	577	species	6073951	33	5	0.0
Morganella	581	genus	5836016	3	0	0.0
Morganella morganii	582	species	5836016	69	41	0.0
Proteus	583	genus	3973324	1	0	0.0
Proteus mirabilis	584	species	3973324	66	20	0.0
Proteus vulgaris	585	species	16657186	12	3	0.0
Providencia	586	genus	4402109	2	0	0.0
Providencia rettgeri	587	species	36637538	27	9	0.0
Providencia stuartii	588	species	4402109	21	6	0.0
Salmonella	590	genus	11699879	3	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	33402824	1	0	0.0
Serratia	613	genus	5012487	75	12	0.0
Serratia liquefaciens	614	species	5282719	52	9	0.0
Serratia marcescens	615	species	5201904	300	43	0.0
Serratia odorifera	618	species	5272556	15	6	0.0
Shigella	620	genus	6517268	2	0	0.0
Shigella boydii	621	species	4760589	2	0	0.0
Shigella dysenteriae	622	species	4520554	11	2	0.0
Shigella flexneri	623	species	7250520	10	1	0.0
Shigella sonnei	624	species	5137894	6	0	0.0
Xenorhabdus	626	genus	4157227	2	0	0.0
Xenorhabdus nematophila	628	species	4586662	4	0	0.0
Yersinia	629	genus	6072098	5	0	0.0
Yersinia enterocolitica	630	species	6188788	33	6	0.0
Yersinia intermedia	631	species	24435507	32	0	0.0
Yersinia pestis	632	species	5818786	9	0	0.0
Yersinia pseudotuberculosis	633	species	7671089	12	1	0.0
Edwardsiella	635	genus	3906392	25	0	0.0
Edwardsiella tarda	636	species	3766483	53	3	0.0
Arsenophonus nasoniae	638	species	4987107	5	5	0.0
Vibrionaceae	641	family	5610112	5	0	0.0
Aeromonas	642	genus	5822658	41	11	0.0
Aeromonas hydrophila	644	species	4976269	186	43	0.0
Aeromonas salmonicida	645	species	7807177	46	16	0.0
Aeromonas caviae	648	species	27968422	155	15	0.0
Aeromonas media	651	species	4788430	39	5	0.0
Aeromonas schubertii	652	species	8750747	120	19	0.0
Aeromonas veronii	654	species	4551783	147	53	0.0
Vibrio	662	genus	5583206	15	1	0.0
Vibrio alginolyticus	663	species	5146637	35	10	0.0
Vibrio cholerae	666	species	5444833	225	199	0.0
Vibrio harveyi	669	species	35934227	41	14	0.0
Vibrio parahaemolyticus	670	species	5168015	66	21	0.0
Vibrio vulnificus	672	species	5071151	49	23	0.0
Grimontia hollisae	673	species	16426895	33	4	0.0
Vibrio mimicus	674	species	26461692	28	7	0.0
Vibrio cincinnatiensis	675	species	15191860	25	6	0.0
Vibrio fluvialis	676	species	47771737	35	11	0.0
Vibrio campbellii	680	species	8634154	25	4	0.0
Vibrio gazogenes	687	species	4786552	9	6	0.0
Vibrio mediterranei	689	species	11788203	6	5	0.0
Vibrio natriegens	691	species	10343839	17	5	0.0
Plesiomonas shigelloides	703	species	7376338	27	17	0.0
Pasteurellaceae	712	family	2528486	9	0	0.0
Actinobacillus	713	genus	2346381	1	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	281	30	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	13	2	0.0
Actinobacillus suis	716	species	2501598	6	0	0.0
Actinobacillus equuli	718	species	2431533	5	0	0.0
Actinobacillus lignieresii	720	species	2377048	3	0	0.0
Haemophilus	724	genus	2428729	1	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	14	6	0.0
Haemophilus haemolyticus	726	species	7646594	6	2	0.0
Haemophilus influenzae	727	species	2511163	64	31	0.0
Avibacterium paragallinarum	728	species	2425949	4	4	0.0
Haemophilus parainfluenzae	729	species	2086875	38	26	0.0
[Haemophilus] ducreyi	730	species	1698955	46	11	0.0
Histophilus somni	731	species	2138367	34	21	0.0
Aggregatibacter aphrophilus	732	species	3481722	38	17	0.0
Haemophilus parahaemolyticus	735	species	2091866	2	0	0.0
Glaesserella parasuis	738	species	2362471	30	3	0.0
Pasteurella multocida	747	species	2875151	27	11	0.0
[Pasteurella] aerogenes	749	species	2257472	6	6	0.0
Pasteurella dagmatis	754	species	2287213	3	2	0.0
Rodentibacter pneumotropicus	758	species	2439769	9	6	0.0
Avibacterium volantium	762	species	2230476	5	3	0.0
Rickettsiales	766	order	1302079	2	0	0.0
Bartonella	773	genus	1830994	4	0	0.0
Bartonella bacilliformis	774	species	1445021	6	0	0.0
Coxiella burnetii	777	species	2072642	18	8	0.0
Rickettsia	780	genus	1252916	9	7	0.0
Rickettsia prowazekii	782	species	1111192	7	3	0.0
Rickettsia rickettsii	783	species	1265141	2	0	0.0
Orientia tsutsugamushi	784	species	2200350	19	0	0.0
Rickettsia typhi	785	species	1112275	1	0	0.0
Bartonella quintana	803	species	1584515	22	0	0.0
Bartonella elizabethae	807	species	2018538	4	4	0.0
Chlamydia	810	genus	1271055	2	0	0.0
Bacteroidaceae	815	family	5275069	3	0	0.0
Bacteroides	816	genus	5275069	9	3	0.0
Bacteroides fragilis	817	species	5308603	108	40	0.0
Bacteroides thetaiotaomicron	818	species	6293399	24	11	0.0
Bacteroides uniformis	820	species	4989532	34	9	0.0
Bacteroides vulgatus	821	species	5163189	12	6	0.0
Parabacteroides distasonis	823	species	10023638	57	3	0.0
Campylobacter gracilis	824	species	2281652	2733	2662	0.0
Campylobacter ureolyticus	827	species	1641887	1	0	0.0
Fibrobacter	832	genus	7685639	1	0	0.0
Fibrobacter succinogenes	833	species	7685639	2	0	0.0
Porphyromonas gingivalis	837	species	2736420	7554	3147	0.0
Prevotella	838	genus	3023914	7	0	0.0
Roseburia	841	genus	4042736	3	0	0.0
Wolinella	843	genus	2110355	1	0	0.0
Wolinella succinogenes	844	species	2110355	13	0	0.0
Oxalobacter	846	genus	2433653	1	0	0.0
Oxalobacter formigenes	847	species	2433653	24	8	0.0
Fusobacterium	848	genus	3161642	7	6	0.0
Fusobacterium gonidiaformans	849	species	1678881	1	0	0.0
Fusobacterium nucleatum	851	species	3161193	895	82	0
Faecalibacterium prausnitzii	853	species	3102523	332	78	0.0
Fusobacterium varium	856	species	3346458	53	26	0.0
Fusobacterium necrophorum	859	species	4694448	184	71	0.0
Fusobacterium periodonticum	860	species	2541084	51	3	0.0
Fusobacterium ulcerans	861	species	3839419	27	0	0.0
Syntrophomonas	862	genus	2936195	1	0	0.0
Cardiobacteriaceae	868	family	1389350	2	0	0.0
Desulfovibrio	872	genus	3919658	16	0	0.0
Desulfocurvibacter africanus	873	species	4200534	5	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	170	131	0.0
Desulfovibrio salexigens	880	species	4289847	1	0	0.0
Desulfovibrio vulgaris	881	species	3802302	7	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	66	12	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	98	75	0.0
Desulfuromonas	890	genus	0	3	0	0.0
Desulfobulbus	893	genus	0	3	0	0.0
Desulfococcus multivorans	897	species	8911375	113	0	0.0
Desulfomicrobium	898	genus	3363015	1	0	0.0
Desulfovibrio piger	901	species	2807531	176	136	0.0
Acidaminococcus	904	genus	2408767	1	0	0.0
Megasphaera	906	genus	2491645	4	0	0.0
Megasphaera elsdenii	907	species	2491645	34	1	0.0
Nitrobacter	911	genus	4206807	1	0	0.0
Nitrobacter hamburgensis	912	species	5011522	3	0	0.0
Nitrobacter winogradskyi	913	species	3402093	1	0	0.0
Nitrosomonas	914	genus	2796959	1	0	0.0
Thiobacillus	919	genus	2909809	2	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	2	0	0.0
Starkeya novella	921	species	4765023	5	0	0.0
Thiomonas intermedia	926	species	3462095	63	34	0.0
Ehrlichia	943	genus	1369786	2	0	0.0
Ehrlichia canis	944	species	1315030	3	2	0.0
Ehrlichia chaffeensis	945	species	1174554	1	1	0.0
Anaplasma phagocytophilum	948	species	1493914	4	0	0.0
Wolbachia	953	genus	1231799	4	1	0.0
Francisella persica	954	species	3057444	1	0	0.0
Wolbachia pipientis	955	species	1484007	9	1	0.0
Bdellovibrio	958	genus	3359107	1	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	24	2	0.0
Bacteriovorax stolpii	960	species	7691180	13	9	0.0
Herbaspirillum	963	genus	5363540	12	0	0.0
Herbaspirillum seropedicae	964	species	5513887	108	9	0.0
Selenomonas	970	genus	3100147	11	0	0.0
Selenomonas ruminantium	971	species	3631933	1	0	0.0
Halanaerobiaceae	972	family	2443704	1	0	0.0
Bacteroidetes	976	phylum	3686275	11	0	0.0
Cellulophaga lytica	979	species	3765936	26	2	0.0
Solitalea canadensis	995	species	5202069	1	0	0.0
Flavobacterium columnare	996	species	3162432	32	10	0.0
Saprospira	1007	genus	4400185	2	0	0.0
Sphingobacterium mizutaii	1010	species	4653048	7	5	0.0
Weeksella virosa	1014	species	2272954	11	2	0.0
Capnocytophaga	1016	genus	2592165	8	1	0.0
Capnocytophaga gingivalis	1017	species	2838633	42	28	0.0
Capnocytophaga sputigena	1019	species	11962418	469	167	0.0
Erythrobacter	1041	genus	3052398	3	0	0.0
Chromatiaceae	1046	family	3825215	12	0	0.0
Allochromatium vinosum	1049	species	3669074	1	0	0.0
Halorhodospira halochloris	1052	species	2834560	10	7	0.0
Rhodobacter	1060	genus	4425548	3	0	0.0
Rhodobacter capsulatus	1061	species	3871920	2	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	206	77	0.0
Rhodomicrobium vannielii	1069	species	4014469	1	0	0.0
Rhodopseudomonas	1073	genus	5494465	5	0	0.0
Rhodobacter blasticus	1075	species	3706095	43	28	0.0
Rhodopseudomonas palustris	1076	species	5494465	285	62	0.0
Blastochloris viridis	1079	species	11174693	254	40	0.0
Rhodospirillum	1081	genus	4371641	4	0	0.0
Pararhodospirillum photometricum	1084	species	3876289	1	0	0.0
Rhodospirillum rubrum	1085	species	4379691	9	0	0.0
Chlorobium limicola	1092	species	2763181	2	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	13	5	0.0
Chlorobium phaeobacteroides	1096	species	2935152	3	0	0.0
Chlorobaculum tepidum	1097	species	2154946	1	0	0.0
Pelodictyon luteolum	1100	species	2364842	4	0	0.0
Prosthecochloris	1101	genus	2579695	2	0	0.0
Chloroflexus aurantiacus	1108	species	5263745	2	0	0.0
Porphyrobacter	1111	genus	0	7	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	38	24	0.0
Cyanobacteria	1117	phylum	4896702	3	0	0.0
Microcystis aeruginosa	1126	species	5038678	1	0	0.0
Synechococcus	1129	genus	2744871	2	0	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	11	7	0.0
Synechocystis	1142	genus	3570073	4	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	11	8	0.0
Synechocystis sp. PCC 6803	1148	species	3570073	8	0	0.0
Oscillatoriales	1150	order	7831139	1	0	0.0
Pseudanabaena	1152	genus	0	1	0	0.0
Oscillatoria	1158	genus	8038262	1	0	0.0
Nostocales	1161	order	7545001	2	0	0.0
Nostocaceae	1162	family	7936858	1	0	0.0
Anabaena	1163	genus	7063285	1	0	0.0
Anabaena cylindrica	1165	species	7063285	1	0	0.0
Nostoc	1177	genus	9602270	5	0	0.0
Trichodesmium	1205	genus	7750108	1	0	0.0
Prochlorococcus marinus	1219	species	1799150	3	0	0.0
Proteobacteria	1224	phylum	6582363	97	0	0.0
Nitrosococcus	1227	genus	3680219	2	0	0.0
Nitrospira	1234	genus	0	1	0	0.0
Gammaproteobacteria	1236	class	8199621	109	1	0.0
Piscirickettsia salmonis	1238	species	3507509	21	8	0.0
Firmicutes	1239	phylum	3951907	14	0	0.0
Leuconostoc mesenteroides	1245	species	3310663	30	6	0.0
Leuconostoc lactis	1246	species	7207125	11	4	0.0
Oenococcus oeni	1247	species	1780517	7	3	0.0
Weissella paramesenteroides	1249	species	1947910	5	3	0.0
Leuconostoc carnosum	1252	species	1773468	3	0	0.0
Pediococcus	1253	genus	1866772	3	0	0.0
Pediococcus acidilactici	1254	species	28786024	73	7	0.0
Pediococcus pentosaceus	1255	species	1810762	37	18	0.0
Finegoldia magna	1260	species	1986740	2	0	0.0
Ruminococcus	1263	genus	4482087	1	0	0.0
Micrococcaceae	1268	family	3809026	24	0	0.0
Micrococcus	1269	genus	4996790	6	0	0.0
Micrococcus luteus	1270	species	4996790	422	86	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	57	30	0.0
Kocuria rosea	1275	species	11520941	242	51	0.0
Staphylococcus	1279	genus	5162113	9	0	0.0
Staphylococcus aureus	1280	species	5962137	68	31	0.0
Staphylococcus carnosus	1281	species	2566424	7	3	0.0
Staphylococcus epidermidis	1282	species	2601987	28	13	0.0
Staphylococcus haemolyticus	1283	species	2697861	18	3	0.0
Staphylococcus hyicus	1284	species	4944249	4	0	0.0
Staphylococcus simulans	1286	species	22255537	13	9	0.0
Staphylococcus xylosus	1288	species	14168082	20	0	0.0
Staphylococcus hominis	1290	species	2253412	40	4	0.0
Staphylococcus warneri	1292	species	12763842	17	1	0.0
Staphylococcus muscae	1294	species	4190247	10	0	0.0
Staphylococcus schleiferi	1295	species	15034207	13	4	0.0
Staphylococcus sciuri	1296	species	2811859	11	5	0.0
Deinococcus	1298	genus	4067791	36	13	0.0
Deinococcus radiodurans	1299	species	6628921	37	0	0.0
Streptococcaceae	1300	family	2703668	8	0	0.0
Streptococcus	1301	genus	2347233	47	20	0.0
Streptococcus gordonii	1302	species	2196662	142	49	0.0
Streptococcus oralis	1303	species	1926449	92	36	0.0
Streptococcus salivarius	1304	species	2213879	33	6	0.0
Streptococcus sanguinis	1305	species	2388435	158	83	0.0
Streptococcus suis	1307	species	2106595	65	19	0.0
Streptococcus thermophilus	1308	species	1844731	22	8	0.0
Streptococcus mutans	1309	species	2024183	63	28	0.0
Streptococcus sobrinus	1310	species	12977382	31	1	0.0
Streptococcus agalactiae	1311	species	2111259	214	51	0.0
Streptococcus pneumoniae	1313	species	2114821	137	41	0.0
Streptococcus pyogenes	1314	species	1940888	483	76	0.0
Streptococcus sp. 'group B'	1319	species	2178261	9	0	0.0
Streptococcus acidominimus	1326	species	2330811	4	3	0.0
Streptococcus anginosus	1328	species	2089210	1199	245	0.0
Streptococcus canis	1329	species	6369596	52	7	0.0
Streptococcus dysgalactiae	1334	species	4983431	92	9	0.0
Streptococcus equinus	1335	species	11728033	24	6	0.0
Streptococcus equi	1336	species	5023339	15	5	0.0
Streptococcus intermedius	1338	species	1963517	285	54	0.0
Streptococcus porcinus	1340	species	10166034	147	81	0.0
Streptococcus ratti	1341	species	2096943	7	6	0.0
Streptococcus vestibularis	1343	species	1950305	6	3	0.0
Streptococcus ferus	1345	species	1872314	9	8	0.0
Streptococcus iniae	1346	species	12603142	8	7	0.0
Streptococcus parauberis	1348	species	2143887	9	4	0.0
Streptococcus uberis	1349	species	1852352	16	1	0.0
Enterococcus	1350	genus	3047520	2	0	0.0
Enterococcus faecalis	1351	species	3027316	27	14	0.0
Enterococcus faecium	1352	species	2969925	81	18	0.0
Enterococcus gallinarum	1353	species	7096408	28	0	0.0
Enterococcus hirae	1354	species	2856440	20	5	0.0
Lactococcus	1357	genus	5471281	4	0	0.0
Lactococcus lactis	1358	species	6185330	11	5	0.0
Lactococcus lactis subsp. cremoris	1359	subspecies	20540985	12	1	0.0
