name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Chroococcales	1118	order	5024108	1	0	0.0
Microcystis aeruginosa	1126	species	5038678	2	0	0.0
Synechococcus	1129	genus	2744871	2	1	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	5	1	0.0
Synechocystis	1142	genus	3570073	2	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	4	4	0.0
Synechocystis sp. PCC 6803	1148	species	3570073	1	0	0.0
Trichodesmium erythraeum	1206	species	7750108	1	0	0.0
Prochlorococcus marinus	1219	species	1799150	1	0	0.0
Proteobacteria	1224	phylum	6582363	34	0	0.0
Nitrosospira multiformis	1231	species	3234309	2	0	0.0
Gammaproteobacteria	1236	class	8199621	34	0	0.0
Piscirickettsia salmonis	1238	species	3507509	5	3	0.0
Firmicutes	1239	phylum	3951907	2	0	0.0
Leuconostoc	1243	genus	2625372	2	0	0.0
Leuconostoc gelidum	1244	species	1956205	1	0	0.0
Leuconostoc mesenteroides	1245	species	3310663	9	0	0.0
Leuconostoc lactis	1246	species	7207125	4	3	0.0
Oenococcus oeni	1247	species	1780517	2	0	0.0
Weissella paramesenteroides	1249	species	1947910	1	0	0.0
Leuconostoc carnosum	1252	species	1773468	3	2	0.0
Pediococcus	1253	genus	1866772	4	0	0.0
Pediococcus acidilactici	1254	species	28786024	7	3	0.0
Pediococcus pentosaceus	1255	species	1810762	6	2	0.0
Ruminococcus	1263	genus	4482087	1	0	0.0
Micrococcaceae	1268	family	3809026	14	0	0.0
Micrococcus	1269	genus	4996790	4	0	0.0
Micrococcus luteus	1270	species	4996790	182	32	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	20	13	0.0
Kocuria rosea	1275	species	11520941	96	21	0.0
Kytococcus sedentarius	1276	species	2785024	3	0	0.0
Staphylococcus	1279	genus	5162113	3	0	0.0
Staphylococcus aureus	1280	species	5962137	23	7	0.0
Staphylococcus epidermidis	1282	species	2601987	7	3	0.0
Staphylococcus haemolyticus	1283	species	2697861	9	3	0.0
Staphylococcus hyicus	1284	species	4944249	8	0	0.0
Staphylococcus xylosus	1288	species	14168082	9	0	0.0
Staphylococcus hominis	1290	species	2253412	4	0	0.0
Staphylococcus warneri	1292	species	12763842	5	0	0.0
Staphylococcus muscae	1294	species	4190247	2	0	0.0
Staphylococcus schleiferi	1295	species	15034207	6	1	0.0
Staphylococcus sciuri	1296	species	2811859	5	0	0.0
Deinococcus	1298	genus	4067791	8	2	0.0
Deinococcus radiodurans	1299	species	6628921	7	0	0.0
Streptococcus	1301	genus	2347233	44	18	0.0
Streptococcus gordonii	1302	species	2196662	601	132	0.0
Streptococcus oralis	1303	species	1926449	173	92	0.0
Streptococcus salivarius	1304	species	2213879	40	10	0.0
Streptococcus sanguinis	1305	species	2388435	1005	566	0.0
Streptococcus suis	1307	species	2106595	34	14	0.0
Streptococcus thermophilus	1308	species	1844731	12	5	0.0
Streptococcus mutans	1309	species	2024183	19	9	0.0
Streptococcus sobrinus	1310	species	12977382	4	1	0.0
Streptococcus agalactiae	1311	species	2111259	50	7	0.0
Streptococcus pneumoniae	1313	species	2114821	84	22	0.0
Streptococcus pyogenes	1314	species	1940888	169	22	0.0
Streptococcus sp. 'group B'	1319	species	2178261	7	0	0.0
Streptococcus acidominimus	1326	species	2330811	6	6	0.0
Streptococcus anginosus	1328	species	2089210	261	48	0.0
Streptococcus canis	1329	species	6369596	8	1	0.0
Streptococcus dysgalactiae	1334	species	4983431	40	4	0.0
Streptococcus equinus	1335	species	11728033	17	5	0.0
Streptococcus equi	1336	species	5023339	3	2	0.0
Streptococcus intermedius	1338	species	1963517	57	14	0.0
Streptococcus porcinus	1340	species	10166034	58	13	0.0
Streptococcus ratti	1341	species	2096943	9	5	0.0
Streptococcus vestibularis	1343	species	1950305	6	1	0.0
Streptococcus ferus	1345	species	1872314	3	1	0.0
Streptococcus iniae	1346	species	12603142	2	2	0.0
Streptococcus parauberis	1348	species	2143887	2	0	0.0
Streptococcus uberis	1349	species	1852352	11	2	0.0
Enterococcus faecalis	1351	species	3027316	18	6	0.0
Enterococcus faecium	1352	species	2969925	26	4	0.0
Enterococcus gallinarum	1353	species	7096408	5	0	0.0
Enterococcus hirae	1354	species	2856440	4	1	0.0
Lactococcus lactis	1358	species	6185330	5	2	0.0
Lactococcus lactis subsp. cremoris	1359	subspecies	20540985	1	0	0.0
Lactococcus lactis subsp. lactis	1360	subspecies	33254851	3	1	0.0
Lactococcus garvieae	1363	species	1957049	5	1	0.0
Lactococcus raffinolactis	1366	species	4587907	3	3	0.0
Planococcus kocurii	1374	species	3485580	2	2	0.0
Aerococcus	1375	genus	2080974	3	0	0.0
Aerococcus viridans	1377	species	2199877	2	1	0.0
Gemella	1378	genus	0	3	0	0.0
Gemella haemolysans	1379	species	1926227	8	4	0.0
Atopobium parvulum	1382	species	1543805	1	0	0.0
Bacillales	1385	order	5092237	10	0	0.0
Bacillus	1386	genus	6141499	25	13	0.0
Bacillus amyloliquefaciens	1390	species	3989737	8	2	0.0
Bacillus anthracis	1392	species	5860829	6	0	0.0
Brevibacillus brevis	1393	species	6469936	26	9	0.0
[Bacillus] caldolyticus	1394	species	3485582	6	1	0.0
Bacillus cereus	1396	species	6509544	30	2	0.0
Bacillus circulans	1397	species	10449620	5	5	0.0
Bacillus coagulans	1398	species	3312652	20	4	0.0
Paenibacillus lautus	1401	species	7354571	9	8	0.0
Bacillus licheniformis	1402	species	8445242	15	2	0.0
Bacillus megaterium	1404	species	6383812	8	0	0.0
Bacillus mycoides	1405	species	5872743	5	1	0.0
Paenibacillus polymyxa	1406	species	5942566	18	4	0.0
Bacillus pumilus	1408	species	3704641	17	2	0.0
Lysinibacillus sphaericus	1421	species	4817463	9	5	0.0
Geobacillus stearothermophilus	1422	species	3676494	20	2	0.0
Bacillus subtilis	1423	species	8637394	33	4	0.0
Parageobacillus thermoglucosidasius	1426	species	3993793	12	0	0.0
Bacillus thuringiensis	1428	species	6568323	32	5	0.0
Bacillus thuringiensis serovar morrisoni	1441	leaf	6179896	1	0	0.0
Bacillus thuringiensis serovar tolworthi	1442	leaf	6870591	1	0	0.0
Amphibacillus xylanus	1449	species	2569486	1	0	0.0
Bacillus atrophaeus	1452	species	4168266	14	2	0.0
Paenibacillus larvae	1464	species	13176472	8	5	0.0
Brevibacillus laterosporus	1465	species	5277001	12	4	0.0
Bacillus lentus	1467	species	4384366	5	3	0.0
Sporosarcina pasteurii	1474	species	3253966	3	3	0.0
Sporosarcina psychrophila	1476	species	4674191	8	7	0.0
Paenibacillus larvae subsp. pulvifaciens	1477	subspecies	13759777	7	1	0.0
Bacillus simplex	1478	species	5645783	1	0	0.0
Bacillus smithii	1479	species	3381292	7	5	0.0
Virgibacillus halodenitrificans	1482	species	8293753	9	5	0.0
Clostridium	1485	genus	4654291	16	5	0.0
Clostridium botulinum	1491	species	4204997	64	16	0.0
Clostridium butyricum	1492	species	41927457	43	6	0.0
Clostridium cochlearium	1494	species	2435419	8	2	0.0
Clostridioides difficile	1496	species	5221519	216	20	0.0
Clostridium formicaceticum	1497	species	9173483	26	0	0.0
Hathewaya histolytica	1498	species	2740791	9	5	0.0
Clostridium pasteurianum	1501	species	9050473	5	0	0.0
Clostridium perfringens	1502	species	3171211	19	11	0.0
Clostridium septicum	1504	species	6858862	16	0	0.0
Paeniclostridium sordellii	1505	species	3584812	15	14	0.0
Clostridium sporogenes	1509	species	8284974	22	0	0.0
Thermoclostridium stercorarium	1510	species	4042789	6	0	0.0
Acetoanaerobium sticklandii	1511	species	2715461	31	22	0.0
Clostridium tetani	1513	species	2869591	10	2	0.0
Hungateiclostridium thermocellum	1515	species	3634338	2	0	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	11	3	0.0
Clostridium tyrobutyricum	1519	species	3134437	9	6	0.0
Clostridium beijerinckii	1520	species	6062225	15	7	0.0
Ruminiclostridium cellulolyticum	1521	species	4068724	1	0	0.0
Moorella thermoacetica	1525	species	2628784	18	5	0.0
Clostridium kluyveri	1534	species	3989551	7	3	0.0
Clostridium novyi	1542	species	2547720	4	4	0.0
Clostridium scatologenes	1548	species	5749410	10	6	0.0
Clostridium estertheticum subsp. estertheticum	1552	subspecies	4785613	11	7	0.0
Gottschalkia acidurici	1556	species	3108248	1	0	0.0
Clostridium baratii	1561	species	3338630	8	1	0.0
Desulfotomaculum nigrificans	1565	species	2892255	2	0	0.0
Halobacillus halophilus	1570	species	4170008	7	0	0.0
Sporosarcina ureae	1571	species	13511270	17	9	0.0
Clavibacter	1573	genus	5099992	1	0	0.0
Leifsonia xyli	1575	species	2635288	30	18	0.0
Lactobacillus	1578	genus	3009630	12	4	0.0
Lactobacillus acidophilus	1579	species	1992569	2	1	0.0
Lactobacillus brevis	1580	species	2464052	7	4	0.0
