name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Legionella jordanis	456	species	3133723	2	1	0.0
Moraxellaceae	468	family	3943545	1	0	0.0
Acinetobacter	469	genus	4126830	3	0	0.0
Acinetobacter baumannii	470	species	4233127	7	2	0.0
Acinetobacter calcoaceticus	471	species	8050108	6	1	0.0
Moraxella bovis	476	species	2911207	4	2	0.0
Moraxella catarrhalis	480	species	1863286	2	0	0.0
Neisseriaceae	481	family	2244925	42	0	0.0
Neisseria	482	genus	2223758	654	350	0.0
Neisseria cinerea	483	species	1832904	444	55	0.0
Neisseria flavescens	484	species	2231882	426	57	0.0
Neisseria gonorrhoeae	485	species	2216159	462	30	0.0
Neisseria lactamica	486	species	2220606	805	24	0.0
Neisseria meningitidis	487	species	2222288	1114	91	0.0
Neisseria mucosa	488	species	2783943	3706	2335	0.0
Neisseria polysaccharea	489	species	2024930	386	19	0.0
Neisseria animalis	492	species	4477875	102	1	0.0
Neisseria canis	493	species	2569389	51	10	0.0
Neisseria elongata	495	species	2253031	3489	497	0.0
Psychrobacter	497	genus	2875899	1	0	0.0
Thermomicrobium	499	genus	2920744	3	0	0.0
Kingella kingae	504	species	4021433	45	8	0.0
Alcaligenaceae	506	family	4354306	29	0	0.0
Alcaligenes	507	genus	0	2	0	0.0
Alcaligenes faecalis	511	species	32768163	18	2	0.0
Bordetella	517	genus	4536693	25	0	0.0
Bordetella bronchiseptica	518	species	5231793	27	1	0.0
Bordetella parapertussis	519	species	4836562	7	0	0.0
Bordetella pertussis	520	species	4781978	7	1	0.0
Bordetella avium	521	species	3732255	23	0	0.0
Acidiphilium cryptum	524	species	3963080	1	0	0.0
Ochrobactrum	528	genus	5205777	2	0	0.0
Ochrobactrum anthropi	529	species	5205777	14	3	0.0
Chromobacterium	535	genus	4751080	28	0	0.0
Chromobacterium violaceum	536	species	4751080	12	1	0.0
Eikenella	538	genus	0	15	0	0.0
Eikenella corrodens	539	species	4651055	1075	225	0.00669965
Zymomonas mobilis	542	species	3463673	1	1	0.0
Enterobacteriaceae	543	family	10341043	34	0	0.0
Citrobacter	544	genus	5276819	5	1	0.0
Citrobacter koseri	545	species	4735357	17	1	0.0
Citrobacter freundii	546	species	5164552	9	1	0.0
Enterobacter	547	genus	11028548	9	0	0.0
Klebsiella aerogenes	548	species	5435727	17	4	0.0
Pantoea agglomerans	549	species	30133336	6	5	0.0
Enterobacter cloacae	550	species	5356576	26	2	0.0
Erwinia	551	genus	4250482	8	0	0.0
Erwinia amylovora	552	species	3869718	2	0	0.0
Pantoea ananatis	553	species	4838981	6	1	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	4	1	0.0
Dickeya chrysanthemi	556	species	4813854	1	0	0.0
Escherichia	561	genus	8380592	1	0	0.0
Escherichia coli	562	species	8437634	67	9	0.0
Shimwellia blattae	563	species	4158725	14	0	0.0
Escherichia fergusonii	564	species	4643861	1	0	0.0
Atlantibacter hermannii	565	species	13352683	10	1	0.0
Hafnia alvei	569	species	4712721	7	1	0.0
Klebsiella	570	genus	12784449	6	1	0.0
Klebsiella oxytoca	571	species	6684898	32	3	0.0
Klebsiella pneumoniae	573	species	14826006	24	4	0.0
Raoultella planticola	575	species	17105658	10	0	0.0
Raoultella terrigena	577	species	6073951	5	0	0.0
Morganella	581	genus	5836016	1	0	0.0
Morganella morganii	582	species	5836016	11	4	0.0
Proteus	583	genus	3973324	1	0	0.0
Proteus mirabilis	584	species	3973324	4	3	0.0
Proteus vulgaris	585	species	16657186	5	1	0.0
Providencia	586	genus	4402109	1	0	0.0
Providencia rettgeri	587	species	36637538	9	0	0.0
Providencia stuartii	588	species	4402109	5	0	0.0
Serratia	613	genus	5012487	29	1	0.0
Serratia liquefaciens	614	species	5282719	12	0	0.0
Serratia marcescens	615	species	5201904	29	5	0.0
Serratia odorifera	618	species	5272556	6	2	0.0
Shigella	620	genus	6517268	1	0	0.0
Shigella boydii	621	species	4760589	2	0	0.0
Shigella dysenteriae	622	species	4520554	2	0	0.0
Shigella flexneri	623	species	7250520	3	1	0.0
Shigella sonnei	624	species	5137894	2	0	0.0
Xenorhabdus nematophila	628	species	4586662	1	1	0.0
Yersinia	629	genus	6072098	2	0	0.0
Yersinia enterocolitica	630	species	6188788	7	0	0.0
Yersinia intermedia	631	species	24435507	7	1	0.0
Yersinia pestis	632	species	5818786	3	0	0.0
Yersinia pseudotuberculosis	633	species	7671089	2	0	0.0
Edwardsiella	635	genus	3906392	5	1	0.0
Edwardsiella tarda	636	species	3766483	8	0	0.0
Arsenophonus nasoniae	638	species	4987107	3	2	0.0
Vibrionaceae	641	family	5610112	5	0	0.0
Aeromonas	642	genus	5822658	23	4	0.0
Aeromonas hydrophila	644	species	4976269	30	2	0.0
Aeromonas salmonicida	645	species	7807177	11	1	0.0
Aeromonas caviae	648	species	27968422	21	2	0.0
Aeromonas media	651	species	4788430	3	1	0.0
Aeromonas schubertii	652	species	8750747	13	0	0.0
Aeromonas veronii	654	species	4551783	38	3	0.0
Photobacterium	657	genus	6418250	1	0	0.0
Vibrio	662	genus	5583206	12	2	0.0
Vibrio alginolyticus	663	species	5146637	14	1	0.0
Vibrio cholerae	666	species	5444833	17	7	0.0
Vibrio harveyi	669	species	35934227	4	1	0.0
Vibrio parahaemolyticus	670	species	5168015	2	2	0.0
Vibrio vulnificus	672	species	5071151	4	2	0.0
Grimontia hollisae	673	species	16426895	5	0	0.0
Vibrio mimicus	674	species	26461692	3	0	0.0
Vibrio cincinnatiensis	675	species	15191860	8	0	0.0
Vibrio fluvialis	676	species	47771737	9	0	0.0
Vibrio campbellii	680	species	8634154	6	0	0.0
Vibrio gazogenes	687	species	4786552	2	2	0.0
Vibrio mediterranei	689	species	11788203	1	0	0.0
Vibrio natriegens	691	species	10343839	2	2	0.0
Plesiomonas shigelloides	703	species	7376338	6	2	0.0
Pasteurellaceae	712	family	2528486	26	3	0.0
Actinobacillus	713	genus	2346381	2	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	82	21	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	13	3	0.0
Actinobacillus suis	716	species	2501598	7	0	0.0
Actinobacillus equuli	718	species	2431533	5	0	0.0
Actinobacillus lignieresii	720	species	2377048	2	0	0.0
Haemophilus	724	genus	2428729	20	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	1	0	0.0
Haemophilus haemolyticus	726	species	7646594	72	9	0.0
Haemophilus influenzae	727	species	2511163	54	8	0.0
Avibacterium paragallinarum	728	species	2425949	5	2	0.0
Haemophilus parainfluenzae	729	species	2086875	442	118	0.0
[Haemophilus] ducreyi	730	species	1698955	14	0	0.0
Histophilus somni	731	species	2138367	24	5	0.0
Aggregatibacter aphrophilus	732	species	3481722	778	122	0.0
Haemophilus parahaemolyticus	735	species	2091866	10	2	0.0
Glaesserella parasuis	738	species	2362471	6	0	0.0
Aggregatibacter segnis	739	species	2022832	6	0	0.0
Pasteurella multocida	747	species	2875151	32	7	0.0
[Pasteurella] aerogenes	749	species	2257472	6	2	0.0
Pasteurella dagmatis	754	species	2287213	7	2	0.0
Rodentibacter pneumotropicus	758	species	2439769	14	2	0.0
Avibacterium volantium	762	species	2230476	5	1	0.0
Rickettsiales	766	order	1302079	3	0	0.0
Bartonella	773	genus	1830994	1	0	0.0
Rickettsiaceae	775	family	1316078	1	0	0.0
Ehrlichia ruminantium	779	species	2264626	2	0	0.0
Rickettsia	780	genus	1252916	7	0	0.0
Orientia tsutsugamushi	784	species	2200350	3	3	0.0
Bartonella quintana	803	species	1584515	1	1	0.0
Bartonella elizabethae	807	species	2018538	1	0	0.0
Chlamydia	810	genus	1271055	2	0	0.0
Chlamydia trachomatis	813	species	1068120	1	0	0.0
Bacteroidaceae	815	family	5275069	1	0	0.0
Bacteroides	816	genus	5275069	6	1	0.0
Bacteroides fragilis	817	species	5308603	24	8	0.0
Bacteroides thetaiotaomicron	818	species	6293399	7	5	0.0
Bacteroides uniformis	820	species	4989532	6	1	0.0
Bacteroides vulgatus	821	species	5163189	2	1	0.0
Parabacteroides distasonis	823	species	10023638	11	1	0.0
Campylobacter gracilis	824	species	2281652	616	577	0.0
Sebaldella termitidis	826	species	4486650	10	0	0.0
Fibrobacter succinogenes	833	species	7685639	1	0	0.0
Porphyromonas	836	genus	2657841	3	0	0.0
Porphyromonas gingivalis	837	species	2736420	624	293	0.0
Prevotella	838	genus	3023914	9	1	0.0
Roseburia	841	genus	4042736	1	0	0.0
Oxalobacter formigenes	847	species	2433653	8	1	0.0
Fusobacterium	848	genus	3161642	23	5	0.0
Fusobacterium gonidiaformans	849	species	1678881	3	0	0.0
Fusobacterium mortiferum	850	species	2716766	1	0	0.0
Fusobacterium nucleatum	851	species	3161193	126	25	0.0
Faecalibacterium prausnitzii	853	species	3102523	95	11	0.0
Fusobacterium varium	856	species	3346458	4	1	0.0
Fusobacterium necrophorum	859	species	4694448	109	3	0.0
Fusobacterium periodonticum	860	species	2541084	34	1	0.0
Fusobacterium ulcerans	861	species	3839419	7	0	0.0
Syntrophomonas	862	genus	2936195	1	0	0.0
Syntrophomonas wolfei	863	species	2936195	1	0	0.0
Cardiobacteriaceae	868	family	1389350	6	0	0.0
Dichelobacter	869	genus	1389350	1	0	0.0
Dichelobacter nodosus	870	species	1389350	5	0	0.0
Desulfovibrio	872	genus	3919658	28	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	19	5	0.0
Desulfovibrio vulgaris	881	species	3802302	6	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	16	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	12	2	0.0
Desulfuromonas	890	genus	0	1	0	0.0
Desulfobulbus	893	genus	0	9	0	0.0
Desulfococcus	896	genus	3944167	4	0	0.0
Desulfococcus multivorans	897	species	8911375	49	0	0.0
Desulfomicrobium	898	genus	3363015	4	0	0.0
Desulfomicrobium baculatum	899	species	3942657	5	0	0.0
Desulfovibrio piger	901	species	2807531	20	7	0.0
Acidaminococcus	904	genus	2408767	6	0	0.0
Acidaminococcus fermentans	905	species	2329769	2	0	0.0
Megasphaera	906	genus	2491645	1	0	0.0
Megasphaera elsdenii	907	species	2491645	3	0	0.0
Nitrobacter	911	genus	4206807	3	0	0.0
Nitrosomonas	914	genus	2796959	1	0	0.0
Starkeya novella	921	species	4765023	3	0	0.0
Thiomonas intermedia	926	species	3462095	16	5	0.0
Thiomicrospira	933	genus	2045407	2	0	0.0
Ehrlichia	943	genus	1369786	1	0	0.0
Wolbachia	953	genus	1231799	3	1	0.0
Wolbachia pipientis	955	species	1484007	4	0	0.0
Bdellovibrio	958	genus	3359107	2	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	3	0	0.0
Bacteriovorax stolpii	960	species	7691180	4	0	0.0
Herbaspirillum	963	genus	5363540	12	0	0.0
Herbaspirillum seropedicae	964	species	5513887	48	1	0.0
Selenomonas	970	genus	3100147	7	0	0.0
Selenomonas ruminantium	971	species	3631933	1	0	0.0
Halanaerobiaceae	972	family	2443704	3	0	0.0
Bacteroidetes	976	phylum	3686275	10	0	0.0
Cellulophaga lytica	979	species	3765936	3	0	0.0
Solitalea canadensis	995	species	5202069	1	0	0.0
Flavobacterium columnare	996	species	3162432	6	2	0.0
Sphingobacterium mizutaii	1010	species	4653048	1	1	0.0
Weeksella	1013	genus	2272954	1	0	0.0
Weeksella virosa	1014	species	2272954	1	0	0.0
Capnocytophaga	1016	genus	2592165	58	37	0.0
Capnocytophaga gingivalis	1017	species	2838633	1056	939	0.0109773
Capnocytophaga sputigena	1019	species	11962418	4381	330	0.0
Erythrobacter	1041	genus	3052398	1	0	0.0
Chromatiaceae	1046	family	3825215	10	0	0.0
Thermochromatium tepidum	1050	species	2958290	1	0	0.0
Ectothiorhodospira	1051	genus	0	1	0	0.0
Halorhodospira halochloris	1052	species	2834560	1	1	0.0
Halorhodospira halophila	1053	species	2678452	3	0	0.0
Rhodobacter	1060	genus	4425548	1	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	29	9	0.0
Rhodomicrobium	1068	genus	4014469	1	0	0.0
Rhodomicrobium vannielii	1069	species	4014469	1	0	0.0
Rhodopseudomonas	1073	genus	5494465	4	0	0.0
Rhodobacter blasticus	1075	species	3706095	6	6	0.0
Rhodopseudomonas palustris	1076	species	5494465	27	2	0.0
Blastochloris viridis	1079	species	11174693	26	4	0.0
Rhodospirillum	1081	genus	4371641	3	0	0.0
Rhodospirillum rubrum	1085	species	4379691	3	0	0.0
Chlorobium	1091	genus	2634484	2	0	0.0
Chlorobium limicola	1092	species	2763181	1	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	4	2	0.0
Chlorobium phaeobacteroides	1096	species	2935152	1	0	0.0
Pelodictyon luteolum	1100	species	2364842	2	0	0.0
Chloroflexus aurantiacus	1108	species	5263745	2	0	0.0
Porphyrobacter	1111	genus	0	3	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	3	2	0.0
Cyanobacteria	1117	phylum	4896702	9	0	0.0
Microcystis aeruginosa	1126	species	5038678	2	0	0.0
Synechococcus	1129	genus	2744871	7	0	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	2	0	0.0
Synechocystis	1142	genus	3570073	1	0	0.0
Synechocystis sp. PCC 6803	1148	species	3570073	1	0	0.0
Oscillatoriales	1150	order	7831139	3	0	0.0
Nostocales	1161	order	7545001	1	0	0.0
Anabaena	1163	genus	7063285	1	0	0.0
Trichormus azollae	1164	species	5486145	1	0	0.0
Nostoc	1177	genus	9602270	1	0	0.0
Prochlorococcus	1218	genus	1799150	1	0	0.0
Prochlorococcus marinus	1219	species	1799150	1	0	0.0
Proteobacteria	1224	phylum	6582363	285	0	0.0
Nitrosococcus	1227	genus	3680219	3	0	0.0
Nitrosococcus oceani	1229	species	3522111	1	0	0.0
Nitrospira	1234	genus	0	2	0	0.0
Gammaproteobacteria	1236	class	8199621	256	0	0.0
Piscirickettsia salmonis	1238	species	3507509	7	1	0.0
Firmicutes	1239	phylum	3951907	60	0	0.0
Leuconostoc	1243	genus	2625372	1	0	0.0
Leuconostoc mesenteroides	1245	species	3310663	6	1	0.0
Leuconostoc lactis	1246	species	7207125	2	0	0.0
Oenococcus oeni	1247	species	1780517	3	0	0.0
Weissella paramesenteroides	1249	species	1947910	2	0	0.0
Pediococcus	1253	genus	1866772	1	0	0.0
Pediococcus acidilactici	1254	species	28786024	11	0	0.0
Pediococcus pentosaceus	1255	species	1810762	5	3	0.0
Finegoldia magna	1260	species	1986740	6	0	0.0
Micrococcaceae	1268	family	3809026	164	0	0.0
Micrococcus	1269	genus	4996790	18	0	0.0
Micrococcus luteus	1270	species	4996790	138	9	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	28	8	0.0
Kocuria rosea	1275	species	11520941	144	9	0.0
Kytococcus sedentarius	1276	species	2785024	20	0	0.0
Staphylococcus	1279	genus	5162113	8	0	0.0
Staphylococcus aureus	1280	species	5962137	19	6	0.0
Staphylococcus epidermidis	1282	species	2601987	6	3	0.0
Staphylococcus haemolyticus	1283	species	2697861	1	1	0.0
Staphylococcus simulans	1286	species	22255537	3	2	0.0
Staphylococcus xylosus	1288	species	14168082	1	0	0.0
Staphylococcus hominis	1290	species	2253412	5	0	0.0
Staphylococcus muscae	1294	species	4190247	4	0	0.0
Staphylococcus schleiferi	1295	species	15034207	3	1	0.0
Staphylococcus sciuri	1296	species	2811859	4	1	0.0
Deinococcus	1298	genus	4067791	21	0	0.0
Deinococcus radiodurans	1299	species	6628921	13	0	0.0
Streptococcaceae	1300	family	2703668	50	0	0.0
Streptococcus	1301	genus	2347233	1188	686	0.0
Streptococcus gordonii	1302	species	2196662	3633	388	0.0
Streptococcus oralis	1303	species	1926449	2242	194	0
Streptococcus salivarius	1304	species	2213879	110	11	0.0
Streptococcus sanguinis	1305	species	2388435	15006	1959	0
Streptococcus suis	1307	species	2106595	75	13	0.0
Streptococcus thermophilus	1308	species	1844731	29	6	0.0
Streptococcus mutans	1309	species	2024183	51	10	0.0
Streptococcus sobrinus	1310	species	12977382	28	3	0.0
Streptococcus agalactiae	1311	species	2111259	99	5	0.0
Streptococcus pneumoniae	1313	species	2114821	425	40	0.0
Streptococcus pyogenes	1314	species	1940888	488	25	0.0
Streptococcus parasanguinis	1318	species	2162630	6	0	0.0
Streptococcus sp. 'group B'	1319	species	2178261	3	0	0.0
Streptococcus acidominimus	1326	species	2330811	8	3	0.0
Streptococcus anginosus	1328	species	2089210	479	22	5.53147e-14
Streptococcus canis	1329	species	6369596	34	1	0.0
Streptococcus dysgalactiae	1334	species	4983431	188	0	0.0
Streptococcus equinus	1335	species	11728033	34	8	0.0
Streptococcus equi	1336	species	5023339	58	2	0.0
Streptococcus intermedius	1338	species	1963517	351	17	0.0
Streptococcus porcinus	1340	species	10166034	99	14	0.0
Streptococcus ratti	1341	species	2096943	16	5	0.0
Streptococcus vestibularis	1343	species	1950305	20	4	0.0
Streptococcus ferus	1345	species	1872314	15	5	0.0
Streptococcus iniae	1346	species	12603142	16	4	0.0
Streptococcus parauberis	1348	species	2143887	10	2	0.0
Streptococcus uberis	1349	species	1852352	10	0	0.0
Enterococcus	1350	genus	3047520	10	1	0.0
Enterococcus faecalis	1351	species	3027316	7	4	0.0
Enterococcus faecium	1352	species	2969925	18	0	0.0
Enterococcus gallinarum	1353	species	7096408	5	0	0.0
Enterococcus hirae	1354	species	2856440	6	1	0.0
Lactococcus	1357	genus	5471281	6	0	0.0
Lactococcus lactis	1358	species	6185330	24	3	0.0
Lactococcus lactis subsp. lactis	1360	subspecies	33254851	2	1	0.0
Lactococcus garvieae	1363	species	1957049	10	1	0.0
Lactococcus piscium	1364	species	2503066	1	0	0.0
Lactococcus raffinolactis	1366	species	4587907	18	1	0.0
Planococcus	1372	genus	3804624	3	0	0.0
Planococcus kocurii	1374	species	3485580	3	0	0.0
Aerococcus	1375	genus	2080974	2	0	0.0
Aerococcus urinae	1376	species	2080974	3	2	0.0
Aerococcus viridans	1377	species	2199877	5	0	0.0
Gemella	1378	genus	0	37	0	0.0
Gemella haemolysans	1379	species	1926227	15	2	0.0
Atopobium parvulum	1382	species	1543805	11	0	0.0
Bacillales	1385	order	5092237	70	0	0.0
Bacillus	1386	genus	6141499	26	5	0.0
Bacillus amyloliquefaciens	1390	species	3989737	8	3	0.0
Bacillus anthracis	1392	species	5860829	3	0	0.0
Brevibacillus brevis	1393	species	6469936	11	4	0.0
[Bacillus] caldolyticus	1394	species	3485582	1	0	0.0
Bacillus cereus	1396	species	6509544	24	2	0.0
Bacillus circulans	1397	species	10449620	4	1	0.0
Bacillus coagulans	1398	species	3312652	8	2	0.0
Paenibacillus lautus	1401	species	7354571	4	2	0.0
Bacillus licheniformis	1402	species	8445242	10	1	0.0
Bacillus megaterium	1404	species	6383812	10	1	0.0
Bacillus mycoides	1405	species	5872743	10	2	0.0
Paenibacillus polymyxa	1406	species	5942566	15	2	0.0
Bacillus pumilus	1408	species	3704641	9	4	0.0
Bacillus cellulosilyticus	1413	species	4681672	1	0	0.0
Lysinibacillus sphaericus	1421	species	4817463	10	2	0.0
Geobacillus stearothermophilus	1422	species	3676494	8	0	0.0
