name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Zymomonas	541	genus	3463673	5	0	0.0
Zymomonas mobilis	542	species	3463673	36	29	0.0
Enterobacteriaceae	543	family	10341043	44	0	0.0
Citrobacter	544	genus	5276819	45	7	0.0
Citrobacter koseri	545	species	4735357	93	3	0.0
Citrobacter freundii	546	species	5164552	104	18	0.0
Enterobacter	547	genus	11028548	44	9	0.0
Klebsiella aerogenes	548	species	5435727	142	33	0.0
Pantoea agglomerans	549	species	30133336	110	9	0.0
Enterobacter cloacae	550	species	5356576	198	17	0.0
Erwinia	551	genus	4250482	14	0	0.0
Erwinia amylovora	552	species	3869718	14	0	0.0
Pantoea ananatis	553	species	4838981	56	5	0.0
Pectobacterium carotovorum	554	species	6477254	4	0	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	42	5	0.0
Escherichia	561	genus	8380592	3	0	0.0
Escherichia coli	562	species	8437634	318	92	0.0
Shimwellia blattae	563	species	4158725	34	0	0.0
Escherichia fergusonii	564	species	4643861	26	2	0.0
Atlantibacter hermannii	565	species	13352683	74	15	0.0
Hafnia	568	genus	4712721	1	0	0.0
Hafnia alvei	569	species	4712721	52	8	0.0
Klebsiella	570	genus	12784449	60	9	0.0
Klebsiella oxytoca	571	species	6684898	266	33	0.0
Klebsiella pneumoniae	573	species	14826006	216	36	0.0
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	5651305	2	0	0.0
Raoultella planticola	575	species	17105658	70	15	0.0
Raoultella terrigena	577	species	6073951	48	9	0.0
Morganella	581	genus	5836016	3	0	0.0
Morganella morganii	582	species	5836016	132	63	0.0
Proteus	583	genus	3973324	4	1	0.0
Proteus mirabilis	584	species	3973324	70	30	0.0
Proteus vulgaris	585	species	16657186	41	6	0.0
Providencia	586	genus	4402109	2	0	0.0
Providencia rettgeri	587	species	36637538	88	5	0.0
Providencia stuartii	588	species	4402109	83	12	0.0
Salmonella	590	genus	11699879	6	0	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	39256227	4	0	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	15762832	9	0	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	117041765	1	1	0.0
Serratia	613	genus	5012487	60	12	0.0
Serratia liquefaciens	614	species	5282719	54	7	0.0
Serratia marcescens	615	species	5201904	370	45	0.0
Serratia odorifera	618	species	5272556	28	20	0.0
Shigella boydii	621	species	4760589	12	3	0.0
Shigella dysenteriae	622	species	4520554	19	4	0.0
Shigella flexneri	623	species	7250520	13	1	0.0
Shigella sonnei	624	species	5137894	10	0	0.0
Xenorhabdus nematophila	628	species	4586662	15	10	0.0
Yersinia	629	genus	6072098	9	0	0.0
Yersinia enterocolitica	630	species	6188788	49	11	0.0
Yersinia intermedia	631	species	24435507	68	2	0.0
Yersinia pestis	632	species	5818786	27	6	0.0
Yersinia pseudotuberculosis	633	species	7671089	25	0	0.0
Edwardsiella	635	genus	3906392	16	0	0.0
Edwardsiella tarda	636	species	3766483	92	5	0.0
Arsenophonus nasoniae	638	species	4987107	9	6	0.0
Vibrionaceae	641	family	5610112	4	0	0.0
Aeromonas	642	genus	5822658	67	31	0.0
Aeromonas hydrophila	644	species	4976269	296	67	0.0
Aeromonas salmonicida	645	species	7807177	70	22	0.0
Aeromonas caviae	648	species	27968422	142	20	0.0
Aeromonas media	651	species	4788430	26	6	0.0
Aeromonas schubertii	652	species	8750747	123	26	0.0
Aeromonas veronii	654	species	4551783	252	70	0.0
Photobacterium	657	genus	6418250	2	0	0.0
Vibrio	662	genus	5583206	25	0	0.0
Vibrio alginolyticus	663	species	5146637	81	13	0.0
Vibrio cholerae	666	species	5444833	73	23	0.0
Vibrio harveyi	669	species	35934227	39	9	0.0
Vibrio parahaemolyticus	670	species	5168015	107	32	0.0
Vibrio vulnificus	672	species	5071151	67	18	0.0
Grimontia hollisae	673	species	16426895	50	2	0.0
Vibrio mimicus	674	species	26461692	33	6	0.0
Vibrio cincinnatiensis	675	species	15191860	45	10	0.0
Vibrio fluvialis	676	species	47771737	99	17	0.0
Vibrio campbellii	680	species	8634154	21	5	0.0
Vibrio gazogenes	687	species	4786552	13	5	0.0
Vibrio mediterranei	689	species	11788203	15	8	0.0
Vibrio natriegens	691	species	10343839	28	8	0.0
Plesiomonas shigelloides	703	species	7376338	18	8	0.0
Pasteurellaceae	712	family	2528486	9	0	0.0
Actinobacillus	713	genus	2346381	1	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	678	104	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	29	8	0.0
Actinobacillus suis	716	species	2501598	19	0	0.0
Actinobacillus equuli	718	species	2431533	10	0	0.0
Actinobacillus lignieresii	720	species	2377048	18	5	0.0
Haemophilus	724	genus	2428729	1	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	9	1	0.0
Haemophilus haemolyticus	726	species	7646594	51	20	0.0
Haemophilus influenzae	727	species	2511163	282	145	0.0
Avibacterium paragallinarum	728	species	2425949	9	5	0.0
Haemophilus parainfluenzae	729	species	2086875	46	29	0.0
[Haemophilus] ducreyi	730	species	1698955	80	10	0.0
Histophilus somni	731	species	2138367	101	60	0.0
Aggregatibacter aphrophilus	732	species	3481722	329	190	0.0
Haemophilus parahaemolyticus	735	species	2091866	8	7	0.0
Glaesserella parasuis	738	species	2362471	65	8	0.0
Pasteurella multocida	747	species	2875151	110	22	0.0
[Pasteurella] aerogenes	749	species	2257472	14	11	0.0
Pasteurella dagmatis	754	species	2287213	14	9	0.0
Rodentibacter pneumotropicus	758	species	2439769	15	11	0.0
Avibacterium volantium	762	species	2230476	14	8	0.0
Rickettsiales	766	order	1302079	3	0	0.0
Bartonellaceae	772	family	1830994	1	0	0.0
Bartonella	773	genus	1830994	5	1	0.0
Bartonella bacilliformis	774	species	1445021	11	0	0.0
Rickettsiaceae	775	family	1316078	1	0	0.0
Coxiella burnetii	777	species	2072642	27	4	0.0
Ehrlichia ruminantium	779	species	2264626	1	0	0.0
Rickettsia	780	genus	1252916	8	7	0.0
Rickettsia prowazekii	782	species	1111192	9	5	0.0
Orientia tsutsugamushi	784	species	2200350	38	4	0.0
Rickettsia typhi	785	species	1112275	5	0	0.0
Bartonella quintana	803	species	1584515	13	0	0.0
Bartonella elizabethae	807	species	2018538	13	4	0.0
Chlamydia	810	genus	1271055	2	0	0.0
Chlamydia trachomatis	813	species	1068120	8	4	0.0
Bacteroides	816	genus	5275069	10	6	0.0
Bacteroides fragilis	817	species	5308603	124	54	0.0
Bacteroides thetaiotaomicron	818	species	6293399	40	22	0.0
Bacteroides uniformis	820	species	4989532	41	18	0.0
Bacteroides vulgatus	821	species	5163189	53	34	0.0
Parabacteroides distasonis	823	species	10023638	75	10	0.0
Campylobacter gracilis	824	species	2281652	1345	1311	0.0
Sebaldella termitidis	826	species	4486650	2	0	0.0
Campylobacter ureolyticus	827	species	1641887	1	0	0.0
Butyrivibrio	830	genus	4404886	3	0	0.0
Fibrobacter	832	genus	7685639	1	0	0.0
Fibrobacter succinogenes	833	species	7685639	1	0	0.0
Porphyromonas	836	genus	2657841	2	0	0.0
Porphyromonas gingivalis	837	species	2736420	2355	837	0.0
Prevotella	838	genus	3023914	3	0	0.0
Roseburia	841	genus	4042736	3	0	0.0
Wolinella succinogenes	844	species	2110355	9	0	0.0
Oxalobacter	846	genus	2433653	1	0	0.0
Oxalobacter formigenes	847	species	2433653	45	13	0.0
Fusobacterium	848	genus	3161642	20	1	0.0
Fusobacterium gonidiaformans	849	species	1678881	6	0	0.0
Fusobacterium nucleatum	851	species	3161193	134	25	0.0
Faecalibacterium prausnitzii	853	species	3102523	580	107	0.0
Fusobacterium varium	856	species	3346458	102	57	0.0
Fusobacterium necrophorum	859	species	4694448	329	139	0.0
Fusobacterium periodonticum	860	species	2541084	60	7	0.0
Fusobacterium ulcerans	861	species	3839419	91	0	0.0
Syntrophomonas	862	genus	2936195	1	0	0.0
Syntrophomonas wolfei	863	species	2936195	2	0	0.0
Cardiobacteriaceae	868	family	1389350	1	0	0.0
Dichelobacter	869	genus	1389350	1	0	0.0
Dichelobacter nodosus	870	species	1389350	2	0	0.0
Desulfovibrio	872	genus	3919658	25	0	0.0
Desulfocurvibacter africanus	873	species	4200534	1	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	94	68	0.0
Desulfovibrio vulgaris	881	species	3802302	22	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	142	34	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	96	69	0.0
Desulfuromonas	890	genus	0	4	0	0.0
Desulfococcus multivorans	897	species	8911375	574	0	0.0
Desulfomicrobium	898	genus	3363015	2	0	0.0
Desulfomicrobium baculatum	899	species	3942657	5	0	0.0
Desulfovibrio piger	901	species	2807531	142	100	0.0
Acidaminococcus	904	genus	2408767	2	0	0.0
Acidaminococcus fermentans	905	species	2329769	6	0	0.0
Megasphaera elsdenii	907	species	2491645	84	6	0.0
Nitrobacter	911	genus	4206807	2	0	0.0
Nitrobacter hamburgensis	912	species	5011522	6	0	0.0
Nitrobacter winogradskyi	913	species	3402093	2	0	0.0
Nitrosomonas	914	genus	2796959	2	0	0.0
Nitrosomonas europaea	915	species	2812094	1	0	0.0
Thiobacillus	919	genus	2909809	3	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	2	0	0.0
Starkeya novella	921	species	4765023	6	0	0.0
Thiomonas intermedia	926	species	3462095	71	42	0.0
Thiomicrospira	933	genus	2045407	1	0	0.0
Anaplasmataceae	942	family	1284438	1	0	0.0
Ehrlichia	943	genus	1369786	2	0	0.0
Ehrlichia canis	944	species	1315030	10	7	0.0
Ehrlichia chaffeensis	945	species	1174554	11	7	0.0
Anaplasma phagocytophilum	948	species	1493914	2	0	0.0
Wolbachia	953	genus	1231799	16	3	0.0
Wolbachia pipientis	955	species	1484007	39	1	0.0
Bdellovibrio	958	genus	3359107	6	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	43	7	0.0
Bacteriovorax stolpii	960	species	7691180	40	24	0.0
Herbaspirillum	963	genus	5363540	24	0	0.0
Herbaspirillum seropedicae	964	species	5513887	153	9	0.0
Selenomonas	970	genus	3100147	4	0	0.0
Selenomonas ruminantium	971	species	3631933	4	0	0.0
Halanaerobiaceae	972	family	2443704	3	0	0.0
Bacteroidetes	976	phylum	3686275	6	0	0.0
Cellulophaga lytica	979	species	3765936	67	0	0.0
Pedobacter heparinus	984	species	5167383	3	0	0.0
Flavobacterium columnare	996	species	3162432	76	19	0.0
Saprospira	1007	genus	4400185	1	0	0.0
Sphingobacterium mizutaii	1010	species	4653048	19	17	0.0
Weeksella virosa	1014	species	2272954	21	16	0.0
Capnocytophaga	1016	genus	2592165	8	1	0.0
Capnocytophaga gingivalis	1017	species	2838633	610	594	0.0
Capnocytophaga sputigena	1019	species	11962418	1454	441	0.0
Erythrobacter	1041	genus	3052398	7	0	0.0
Chromatiaceae	1046	family	3825215	11	0	0.0
Ectothiorhodospira	1051	genus	0	1	0	0.0
Halorhodospira halochloris	1052	species	2834560	17	13	0.0
Halorhodospira halophila	1053	species	2678452	3	0	0.0
Rhodobacter	1060	genus	4425548	1	0	0.0
Rhodobacter capsulatus	1061	species	3871920	5	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	225	82	0.0
Rhodomicrobium	1068	genus	4014469	3	0	0.0
Rhodopseudomonas	1073	genus	5494465	3	0	0.0
Rhodobacter blasticus	1075	species	3706095	42	29	0.0
Rhodopseudomonas palustris	1076	species	5494465	219	56	0.0
Blastochloris viridis	1079	species	11174693	218	54	0.0
Rhodospirillum	1081	genus	4371641	3	0	0.0
Rhodospirillum rubrum	1085	species	4379691	6	0	0.0
Chlorobium	1091	genus	2634484	1	0	0.0
Chlorobium limicola	1092	species	2763181	1	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	26	19	0.0
Chlorobium phaeobacteroides	1096	species	2935152	2	0	0.0
Chlorobaculum tepidum	1097	species	2154946	1	0	0.0
Pelodictyon	1099	genus	2691540	1	0	0.0
Pelodictyon luteolum	1100	species	2364842	1	0	0.0
Prosthecochloris	1101	genus	2579695	1	0	0.0
Chloroflexaceae	1106	family	5070807	2	0	0.0
Chloroflexus	1107	genus	5070807	2	0	0.0
Chloroflexus aurantiacus	1108	species	5263745	4	0	0.0
Porphyrobacter	1111	genus	0	10	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	39	25	0.0
Cyanobacteria	1117	phylum	4896702	8	0	0.0
Chroococcales	1118	order	5024108	2	0	0.0
Microcystis	1125	genus	5224138	3	0	0.0
Microcystis aeruginosa	1126	species	5038678	6	0	0.0
Synechococcus	1129	genus	2744871	10	0	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	24	17	0.0
Synechocystis	1142	genus	3570073	4	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	15	13	0.0
Synechocystis sp. PCC 6803	1148	species	3570073	10	0	0.0
Oscillatoriales	1150	order	7831139	2	0	0.0
Oscillatoria	1158	genus	8038262	1	0	0.0
Nostocales	1161	order	7545001	3	0	0.0
Nostocaceae	1162	family	7936858	2	0	0.0
Trichormus azollae	1164	species	5486145	2	0	0.0
Anabaena cylindrica	1165	species	7063285	1	0	0.0
Nostoc	1177	genus	9602270	11	0	0.0
Trichodesmium erythraeum	1206	species	7750108	1	0	0.0
Prochlorococcus marinus	1219	species	1799150	6	0	0.0
Proteobacteria	1224	phylum	6582363	113	0	0.0
Nitrosococcus	1227	genus	3680219	2	0	0.0
Nitrospira	1234	genus	0	2	0	0.0
Gammaproteobacteria	1236	class	8199621	152	0	0.0
Piscirickettsia salmonis	1238	species	3507509	55	19	0.0
Firmicutes	1239	phylum	3951907	35	0	0.0
Leuconostoc	1243	genus	2625372	5	0	0.0
Leuconostoc mesenteroides	1245	species	3310663	33	6	0.0
Leuconostoc lactis	1246	species	7207125	18	5	0.0
Oenococcus oeni	1247	species	1780517	22	6	0.0
Weissella paramesenteroides	1249	species	1947910	12	2	0.0
Leuconostoc carnosum	1252	species	1773468	7	7	0.0
Pediococcus	1253	genus	1866772	3	0	0.0
Pediococcus acidilactici	1254	species	28786024	72	7	0.0
Pediococcus pentosaceus	1255	species	1810762	85	27	0.0
Finegoldia magna	1260	species	1986740	8	0	0.0
Ruminococcus	1263	genus	4482087	3	0	0.0
Micrococcaceae	1268	family	3809026	51	0	0.0
Micrococcus	1269	genus	4996790	8	0	0.0
Micrococcus luteus	1270	species	4996790	676	142	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	101	61	0.0
Kocuria rosea	1275	species	11520941	522	97	0.0
Kytococcus sedentarius	1276	species	2785024	10	0	0.0
Staphylococcus	1279	genus	5162113	21	1	0.0
Staphylococcus aureus	1280	species	5962137	123	65	0.0
Staphylococcus carnosus	1281	species	2566424	20	14	0.0
Staphylococcus epidermidis	1282	species	2601987	67	30	0.0
Staphylococcus haemolyticus	1283	species	2697861	61	14	0.0
Staphylococcus hyicus	1284	species	4944249	46	0	0.0
Staphylococcus simulans	1286	species	22255537	33	21	0.0
Staphylococcus xylosus	1288	species	14168082	82	2	0.0
Staphylococcus hominis	1290	species	2253412	70	8	0.0
Staphylococcus warneri	1292	species	12763842	48	2	0.0
Staphylococcus muscae	1294	species	4190247	28	0	0.0
Staphylococcus schleiferi	1295	species	15034207	21	13	0.0
Staphylococcus sciuri	1296	species	2811859	38	10	0.0
Deinococcus	1298	genus	4067791	61	12	0.0
Deinococcus radiodurans	1299	species	6628921	45	0	0.0
Streptococcaceae	1300	family	2703668	14	0	0.0
Streptococcus	1301	genus	2347233	141	42	0.0
Streptococcus gordonii	1302	species	2196662	1211	313	0.0
Streptococcus oralis	1303	species	1926449	285	143	0.0
Streptococcus salivarius	1304	species	2213879	149	20	0.0
Streptococcus sanguinis	1305	species	2388435	1461	784	0.0
Streptococcus suis	1307	species	2106595	283	74	0.0
Streptococcus thermophilus	1308	species	1844731	77	10	0.0
Streptococcus mutans	1309	species	2024183	156	58	0.0
Streptococcus sobrinus	1310	species	12977382	49	7	0.0
Streptococcus agalactiae	1311	species	2111259	728	131	0.0
